Incidence_ID,IncidenceCode,Driver_ID,Weight,Date,Status
i1001153-4,accident,d1001153,0.72,05/02/2025,Resolved
i1002981-1,routeDelay,d1002981,0.96,27/09/2024,UnderReview
i1002593-1,speeding,d1002593,0.9,06/03/2025,Pending
i1001713-5,licenseFine,d1001713,0.55,22/08/2024,Pending
i1001140-4,accident,d1001140,0.24,21/09/2024,UnderReview
i1002314-5,accident,d1002314,0.34,07/07/2025,Resolved
i1001122-4,speeding,d1001122,0.58,26/12/2024,Resolved
i1001640-3,licenseFine,d1001640,0.47,17/03/2025,Open
i1002450-2,routeDelay,d1002450,0.23,01/02/2024,Resolved
i1002018-5,speeding,d1002018,0.17,29/07/2025,Open
i1001107-2,routeDelay,d1001107,0.25,31/10/2024,Pending
i1001670-4,accident,d1001670,0.41,18/07/2025,UnderReview
i1002461-1,licenseFine,d1002461,0.21,13/08/2025,UnderReview
i1001160-1,speeding,d1001160,0.97,25/03/2024,Open
i1001499-4,speeding,d1001499,0.13,22/04/2024,Open
i1001441-2,licenseFine,d1001441,0.75,27/11/2024,Resolved
i1001910-3,speeding,d1001910,0.48,12/11/2024,UnderReview
i1001014-5,theft,d1001014,0.16,29/05/2025,Open
i1001150-2,routeDelay,d1001150,0.18,28/07/2025,UnderReview
i1002516-2,speeding,d1002516,0.18,14/03/2025,Open
i1001732-4,licenseFine,d1001732,0.38,11/07/2024,Resolved
i1002051-5,theft,d1002051,0.22,05/07/2025,Open
i1001034-5,speeding,d1001034,0.22,20/02/2024,Open
i1001976-1,theft,d1001976,0.76,25/09/2024,UnderReview
i1001882-5,accident,d1001882,0.12,28/02/2024,Resolved
i1001568-2,accident,d1001568,0.86,10/05/2024,UnderReview
i1002406-5,routeDelay,d1002406,0.81,13/02/2025,UnderReview
i1001708-5,accident,d1001708,0.26,01/06/2024,Pending
i1001917-1,routeDelay,d1001917,0.5,01/08/2025,Pending
i1002152-2,licenseFine,d1002152,0.41,12/06/2024,UnderReview
i1002767-1,speeding,d1002767,0.51,09/11/2024,Open
i1002106-3,accident,d1002106,0.16,27/01/2024,Open
i1001324-1,licenseFine,d1001324,0.45,14/06/2025,Pending
i1001608-4,theft,d1001608,0.7,13/01/2025,UnderReview
i1002859-3,maintenance,d1002859,0.36,24/03/2025,Pending
i1002668-5,theft,d1002668,0.13,09/05/2025,Pending
i1001969-4,theft,d1001969,0.82,28/01/2025,UnderReview
i1002529-3,licenseFine,d1002529,0.39,14/09/2024,Pending
i1001894-2,speeding,d1001894,0.31,20/02/2024,Pending
i1001948-3,routeDelay,d1001948,0.7,03/05/2024,Resolved
i1002359-3,maintenance,d1002359,0.66,25/12/2024,Open
i1001894-4,routeDelay,d1001894,0.49,22/08/2024,UnderReview
i1002426-1,licenseFine,d1002426,0.32,03/07/2024,Pending
i1001163-3,routeDelay,d1001163,0.92,14/03/2025,Resolved
i1001826-2,routeDelay,d1001826,0.37,28/04/2025,Pending
i1002385-4,speeding,d1002385,0.11,07/08/2024,Open
i1002911-5,licenseFine,d1002911,0.11,05/06/2025,Pending
i1001139-2,licenseFine,d1001139,0.64,04/06/2025,Resolved
i1001830-4,licenseFine,d1001830,0.51,09/12/2024,Resolved
i1001055-3,licenseFine,d1001055,0.52,30/12/2024,Resolved
i1002510-4,speeding,d1002510,0.99,09/01/2025,Pending
i1001656-4,maintenance,d1001656,0.68,16/03/2024,Resolved
i1002882-5,theft,d1002882,0.91,26/10/2024,UnderReview
i1002082-1,speeding,d1002082,0.58,18/10/2024,Open
i1002187-5,licenseFine,d1002187,0.65,19/04/2024,UnderReview
i1002481-2,routeDelay,d1002481,0.2,20/02/2025,Open
i1002045-5,speeding,d1002045,0.38,01/06/2024,Pending
i1001080-2,theft,d1001080,0.86,05/08/2025,Open
i1002479-2,speeding,d1002479,0.73,10/02/2024,Resolved
i1001768-3,routeDelay,d1001768,0.67,03/09/2024,Resolved
i1001729-2,licenseFine,d1001729,0.52,11/08/2025,UnderReview
i1001005-4,maintenance,d1001005,0.54,15/05/2025,Open
i1001055-3,routeDelay,d1001055,0.88,16/03/2024,Pending
i1001367-4,maintenance,d1001367,0.71,14/01/2025,Pending
i1001250-3,speeding,d1001250,0.7,13/06/2024,UnderReview
i1001408-3,routeDelay,d1001408,0.32,16/08/2025,Resolved
i1002830-2,licenseFine,d1002830,0.74,20/02/2024,Pending
i1002333-5,maintenance,d1002333,0.65,02/07/2025,Open
i1001072-5,licenseFine,d1001072,0.21,29/09/2024,Resolved
i1002627-4,routeDelay,d1002627,0.06,02/05/2024,UnderReview
i1002677-1,maintenance,d1002677,0.91,28/08/2024,UnderReview
i1002902-1,licenseFine,d1002902,0.42,19/04/2024,UnderReview
i1001440-2,maintenance,d1001440,0.74,14/06/2025,Pending
i1001829-1,theft,d1001829,0.71,05/09/2024,Resolved
i1001443-5,maintenance,d1001443,0.68,20/07/2024,Resolved
i1002187-4,speeding,d1002187,0.97,14/01/2025,UnderReview
i1001805-3,routeDelay,d1001805,0.72,23/05/2025,UnderReview
i1002855-3,licenseFine,d1002855,0.96,15/06/2025,Open
i1001167-3,speeding,d1001167,0.17,10/08/2025,UnderReview
i1002461-4,licenseFine,d1002461,0.13,19/01/2024,UnderReview
i1001251-2,maintenance,d1001251,0.87,09/01/2025,Resolved
i1001289-4,accident,d1001289,0.33,09/01/2024,Open
i1002952-3,maintenance,d1002952,0.72,29/01/2025,UnderReview
i1001943-1,theft,d1001943,0.4,29/11/2024,Pending
i1002550-2,speeding,d1002550,0.92,09/10/2024,UnderReview
i1001035-3,maintenance,d1001035,0.97,27/05/2025,Open
i1002903-5,routeDelay,d1002903,0.98,17/07/2024,UnderReview
i1001605-2,licenseFine,d1001605,0.95,05/06/2024,UnderReview
i1001636-4,theft,d1001636,0.82,20/04/2024,UnderReview
i1002869-2,theft,d1002869,0.2,08/12/2024,Pending
i1001493-5,routeDelay,d1001493,1.0,08/12/2024,Pending
i1001863-1,routeDelay,d1001863,0.16,16/04/2025,Pending
i1001367-5,accident,d1001367,0.85,08/12/2024,Pending
i1001729-2,accident,d1001729,0.24,02/02/2025,Pending
i1002408-3,accident,d1002408,0.96,20/04/2024,Open
i1001296-2,theft,d1001296,0.19,30/04/2025,UnderReview
i1002632-4,maintenance,d1002632,0.59,09/12/2024,Pending
i1002771-4,routeDelay,d1002771,0.63,10/05/2025,Pending
i1002531-5,licenseFine,d1002531,0.14,10/03/2024,Resolved
i1002561-3,maintenance,d1002561,0.75,20/12/2024,Open
i1001389-1,accident,d1001389,0.24,25/05/2024,Open
i1001286-5,routeDelay,d1001286,0.42,26/04/2024,UnderReview
i1002355-3,accident,d1002355,0.18,23/06/2024,Open
i1002400-5,maintenance,d1002400,0.47,05/10/2024,UnderReview
i1002919-2,maintenance,d1002919,0.2,16/12/2024,Resolved
i1001020-5,routeDelay,d1001020,0.62,08/03/2024,Open
i1002916-5,speeding,d1002916,0.17,05/02/2024,UnderReview
i1001752-5,accident,d1001752,0.83,08/09/2024,Pending
i1002033-3,speeding,d1002033,0.81,25/02/2025,UnderReview
i1002018-4,speeding,d1002018,0.75,29/02/2024,Open
i1002055-4,maintenance,d1002055,0.38,29/11/2024,Pending
i1001092-2,routeDelay,d1001092,0.27,29/07/2024,Open
i1001955-3,licenseFine,d1001955,0.89,13/07/2024,Resolved
i1002387-1,maintenance,d1002387,0.44,12/08/2024,Open
i1001094-4,speeding,d1001094,0.89,11/02/2025,Pending
i1002106-3,maintenance,d1002106,0.47,22/05/2025,Open
i1001890-4,accident,d1001890,0.57,20/10/2024,Resolved
i1001489-3,routeDelay,d1001489,0.75,11/11/2024,Resolved
i1001771-5,speeding,d1001771,0.98,19/11/2024,UnderReview
i1002115-5,theft,d1002115,0.87,27/01/2025,Resolved
i1002527-1,accident,d1002527,0.91,18/07/2025,Open
i1001132-1,theft,d1001132,0.2,23/03/2025,Resolved
i1001721-2,maintenance,d1001721,0.56,14/02/2024,Resolved
i1001438-5,speeding,d1001438,0.95,12/07/2024,UnderReview
i1001089-2,speeding,d1001089,0.67,28/01/2025,UnderReview
i1002305-5,accident,d1002305,0.61,17/06/2024,Pending
i1001367-1,accident,d1001367,0.33,09/02/2024,UnderReview
i1001684-2,maintenance,d1001684,0.34,29/07/2024,Resolved
i1002341-5,routeDelay,d1002341,0.74,13/12/2024,Pending
i1002236-4,theft,d1002236,0.82,16/02/2025,Resolved
i1001107-3,licenseFine,d1001107,0.84,16/04/2025,UnderReview
i1002933-5,routeDelay,d1002933,0.73,14/05/2025,Pending
i1001147-4,maintenance,d1001147,0.34,15/01/2024,Resolved
i1002260-4,accident,d1002260,0.07,22/06/2025,Pending
i1001884-2,speeding,d1001884,0.21,18/01/2025,Open
i1001326-5,routeDelay,d1001326,0.94,19/03/2024,Pending
i1002917-4,licenseFine,d1002917,0.65,09/04/2024,UnderReview
i1002634-4,accident,d1002634,0.05,03/05/2024,UnderReview
i1001313-3,licenseFine,d1001313,0.39,13/12/2024,UnderReview
i1002679-5,licenseFine,d1002679,0.54,16/04/2024,Pending
i1002626-5,maintenance,d1002626,0.73,22/07/2024,UnderReview
i1001429-1,speeding,d1001429,0.77,28/07/2024,Pending
i1002699-4,maintenance,d1002699,0.4,29/09/2024,UnderReview
i1002447-5,speeding,d1002447,0.07,01/05/2025,Pending
i1001303-4,maintenance,d1001303,0.95,03/06/2025,Pending
i1002550-3,routeDelay,d1002550,0.74,05/04/2024,Open
i1002381-2,maintenance,d1002381,0.15,24/11/2024,UnderReview
i1001433-3,speeding,d1001433,0.21,08/02/2025,Open
i1001331-5,accident,d1001331,0.23,28/01/2025,UnderReview
i1002828-1,accident,d1002828,0.18,02/01/2025,Resolved
i1002204-4,maintenance,d1002204,0.66,10/01/2025,Open
i1001134-1,licenseFine,d1001134,0.15,03/01/2024,Resolved
i1002274-1,accident,d1002274,0.17,12/07/2025,UnderReview
i1002832-5,licenseFine,d1002832,0.08,09/07/2024,UnderReview
i1001429-5,speeding,d1001429,0.94,11/02/2025,Resolved
i1001068-3,routeDelay,d1001068,0.18,16/09/2024,UnderReview
i1002124-2,routeDelay,d1002124,0.71,01/07/2024,UnderReview
i1001665-5,speeding,d1001665,0.29,14/11/2024,Pending
i1001180-1,accident,d1001180,0.36,22/08/2024,Resolved
i1001786-4,routeDelay,d1001786,0.97,07/11/2024,Pending
i1001535-3,speeding,d1001535,0.06,26/03/2024,Open
i1001595-2,maintenance,d1001595,0.27,24/04/2025,Pending
i1002958-5,accident,d1002958,0.69,03/06/2025,Open
i1001759-4,speeding,d1001759,0.7,03/09/2024,Pending
i1001307-2,routeDelay,d1001307,0.41,06/06/2025,Open
i1002836-5,theft,d1002836,0.6,20/07/2024,Open
i1002037-3,theft,d1002037,0.32,09/08/2025,Open
i1001365-2,maintenance,d1001365,0.78,21/07/2024,UnderReview
i1001009-4,speeding,d1001009,0.16,29/06/2024,UnderReview
i1001782-3,routeDelay,d1001782,0.26,06/12/2024,UnderReview
i1001556-3,theft,d1001556,0.83,28/02/2024,UnderReview
i1001218-4,theft,d1001218,0.24,31/10/2024,Open
i1001595-1,accident,d1001595,0.91,16/09/2024,Resolved
i1002662-2,theft,d1002662,0.97,15/02/2025,UnderReview
i1002117-3,accident,d1002117,0.95,05/11/2024,UnderReview
i1001766-4,routeDelay,d1001766,0.1,26/02/2024,Resolved
i1001654-5,licenseFine,d1001654,0.65,18/05/2025,Open
i1001260-3,speeding,d1001260,0.32,24/02/2024,UnderReview
i1002776-2,maintenance,d1002776,0.28,06/01/2024,Resolved
i1001986-5,maintenance,d1001986,0.59,16/07/2025,Resolved
i1001293-1,routeDelay,d1001293,0.62,12/03/2024,Resolved
i1002356-3,accident,d1002356,0.73,10/08/2024,UnderReview
i1001645-2,speeding,d1001645,0.99,30/08/2024,Open
i1002273-2,accident,d1002273,0.69,21/06/2025,UnderReview
i1002416-5,routeDelay,d1002416,0.22,17/05/2025,UnderReview
i1001688-2,accident,d1001688,0.8,15/04/2025,UnderReview
i1002627-4,licenseFine,d1002627,0.85,29/01/2025,Pending
i1002588-4,theft,d1002588,0.89,06/11/2024,Resolved
i1002402-5,theft,d1002402,0.88,22/06/2024,Pending
i1001291-4,routeDelay,d1001291,0.47,07/05/2025,Open
i1002272-4,speeding,d1002272,0.46,06/07/2024,Open
i1002276-2,accident,d1002276,0.68,09/12/2024,Open
i1001323-2,accident,d1001323,0.92,03/02/2024,Open
i1002734-2,maintenance,d1002734,0.25,03/11/2024,Open
i1002817-5,licenseFine,d1002817,0.64,25/02/2025,Resolved
i1001438-1,licenseFine,d1001438,0.55,18/10/2024,Pending
i1001158-2,accident,d1001158,0.86,31/08/2024,Open
i1002786-3,theft,d1002786,0.39,16/05/2024,Resolved
i1002262-2,licenseFine,d1002262,0.08,21/07/2025,Open
i1002242-5,routeDelay,d1002242,0.92,06/07/2024,Open
i1002619-2,speeding,d1002619,0.31,21/04/2024,Resolved
i1001757-2,routeDelay,d1001757,0.72,13/03/2024,Resolved
i1002516-4,theft,d1002516,0.11,17/05/2024,UnderReview
i1002847-5,accident,d1002847,0.16,10/02/2024,UnderReview
i1002219-5,accident,d1002219,0.83,26/03/2025,UnderReview
i1001751-3,maintenance,d1001751,0.19,14/06/2024,Open
i1001646-2,maintenance,d1001646,0.66,13/06/2025,UnderReview
i1001629-5,theft,d1001629,0.27,07/03/2024,Resolved
i1002011-5,licenseFine,d1002011,0.87,15/02/2024,Resolved
i1002151-2,accident,d1002151,0.42,12/04/2025,Open
i1001694-4,accident,d1001694,0.63,24/04/2025,UnderReview
i1001785-3,routeDelay,d1001785,0.98,25/09/2024,Pending
i1002592-4,routeDelay,d1002592,0.93,28/06/2024,Pending
i1002132-3,accident,d1002132,0.65,07/08/2024,Pending
i1001289-5,maintenance,d1001289,0.39,12/03/2025,Open
i1001344-1,licenseFine,d1001344,0.57,06/01/2024,Resolved
i1001004-4,accident,d1001004,0.61,20/03/2025,UnderReview
i1001926-1,speeding,d1001926,0.09,03/01/2024,Open
i1001954-4,accident,d1001954,0.13,18/06/2025,UnderReview
i1001670-5,theft,d1001670,0.55,03/06/2024,Resolved
i1001762-5,routeDelay,d1001762,0.92,06/05/2024,UnderReview
i1002794-4,speeding,d1002794,0.32,13/03/2025,Open
i1001554-2,speeding,d1001554,0.38,27/08/2024,Resolved
i1002431-3,licenseFine,d1002431,0.66,24/03/2024,UnderReview
i1001696-2,licenseFine,d1001696,0.66,12/05/2025,Resolved
i1002789-2,routeDelay,d1002789,0.8,30/05/2025,Open
i1002870-5,licenseFine,d1002870,0.74,07/03/2025,Pending
i1002241-3,licenseFine,d1002241,0.23,12/09/2024,Resolved
i1001088-1,theft,d1001088,0.54,31/07/2024,Pending
i1001569-1,routeDelay,d1001569,0.2,18/02/2024,Resolved
i1001037-2,routeDelay,d1001037,0.74,11/12/2024,Open
i1001774-2,speeding,d1001774,0.63,11/05/2024,Open
i1002771-3,speeding,d1002771,0.52,04/02/2025,UnderReview
i1001450-1,theft,d1001450,0.66,01/04/2024,Resolved
i1002056-1,speeding,d1002056,0.89,27/04/2025,Open
i1001959-4,speeding,d1001959,0.97,17/03/2024,Pending
i1001071-3,routeDelay,d1001071,0.88,14/10/2024,UnderReview
i1002631-4,accident,d1002631,0.53,18/03/2024,Open
i1001875-4,routeDelay,d1001875,0.73,17/04/2025,Pending
i1002992-5,routeDelay,d1002992,0.07,23/04/2024,Pending
i1002250-3,routeDelay,d1002250,0.42,08/06/2024,UnderReview
i1002146-2,speeding,d1002146,0.9,21/08/2025,UnderReview
i1001416-1,accident,d1001416,0.96,27/04/2024,Resolved
i1001125-2,theft,d1001125,0.83,08/08/2025,Pending
i1002705-3,accident,d1002705,0.1,15/06/2024,Open
i1002459-5,routeDelay,d1002459,0.64,14/12/2024,UnderReview
i1001461-5,speeding,d1001461,0.2,21/01/2024,UnderReview
i1002306-1,maintenance,d1002306,0.85,11/07/2024,Pending
i1001542-1,licenseFine,d1001542,0.51,13/06/2025,Resolved
i1001760-4,theft,d1001760,0.27,08/11/2024,Pending
i1002818-2,maintenance,d1002818,0.82,13/07/2024,UnderReview
i1002731-3,maintenance,d1002731,0.69,28/01/2025,Resolved
i1002583-2,routeDelay,d1002583,0.12,16/07/2024,UnderReview
i1001817-5,maintenance,d1001817,0.09,14/09/2024,Resolved
i1002609-3,routeDelay,d1002609,0.25,22/11/2024,UnderReview
i1001476-1,accident,d1001476,0.91,06/01/2024,Pending
i1002111-1,accident,d1002111,0.75,25/12/2024,UnderReview
i1002216-3,maintenance,d1002216,0.1,20/03/2024,Open
i1002243-4,accident,d1002243,0.99,17/03/2025,Open
i1002470-5,theft,d1002470,0.71,07/08/2025,Resolved
i1001616-2,routeDelay,d1001616,0.75,03/02/2024,UnderReview
i1002598-2,speeding,d1002598,0.59,17/01/2025,Open
i1002631-5,theft,d1002631,0.51,30/04/2024,Pending
i1002757-3,speeding,d1002757,0.49,09/01/2024,Pending
i1001775-3,accident,d1001775,0.37,09/02/2024,UnderReview
i1001281-3,routeDelay,d1001281,0.05,13/02/2024,UnderReview
i1002922-2,theft,d1002922,0.21,31/03/2024,Pending
i1001197-1,licenseFine,d1001197,0.12,16/03/2025,UnderReview
i1002387-5,maintenance,d1002387,0.75,07/06/2024,Pending
i1001111-5,theft,d1001111,0.7,09/08/2024,Resolved
i1002796-2,theft,d1002796,0.26,08/02/2025,Pending
i1002948-2,accident,d1002948,0.22,08/12/2024,Resolved
i1002183-3,speeding,d1002183,0.19,30/11/2024,Open
i1002317-5,maintenance,d1002317,0.59,11/11/2024,Resolved
i1001926-4,accident,d1001926,0.12,25/04/2024,Open
i1002788-4,speeding,d1002788,0.96,10/10/2024,UnderReview
i1002061-3,routeDelay,d1002061,0.81,15/09/2024,Resolved
i1001153-3,speeding,d1001153,0.77,30/04/2025,Open
i1002555-4,speeding,d1002555,0.67,17/01/2024,Open
i1001418-2,theft,d1001418,0.75,02/05/2025,Pending
i1002014-2,theft,d1002014,0.16,18/03/2024,Resolved
i1002264-2,accident,d1002264,0.16,18/01/2025,Open
i1001657-3,speeding,d1001657,0.2,16/02/2025,Open
i1002636-4,licenseFine,d1002636,0.79,25/06/2024,Resolved
i1002398-4,routeDelay,d1002398,0.54,05/04/2024,Pending
i1001703-2,routeDelay,d1001703,0.06,01/05/2024,Resolved
i1002082-3,theft,d1002082,0.44,18/02/2024,Pending
i1001130-4,accident,d1001130,0.98,05/10/2024,Open
i1002427-1,speeding,d1002427,0.57,25/02/2025,UnderReview
i1001338-2,speeding,d1001338,0.69,22/02/2024,Resolved
i1002034-4,theft,d1002034,0.91,30/03/2025,UnderReview
i1001177-1,accident,d1001177,0.23,24/07/2025,Pending
i1001361-2,routeDelay,d1001361,0.62,10/12/2024,Open
i1001138-3,licenseFine,d1001138,0.33,08/08/2025,Open
i1001996-3,routeDelay,d1001996,0.3,05/04/2024,UnderReview
i1002891-3,theft,d1002891,0.8,04/11/2024,Open
i1002546-4,theft,d1002546,0.27,14/05/2025,Open
i1001657-3,accident,d1001657,0.84,14/11/2024,UnderReview
i1001571-3,licenseFine,d1001571,0.93,03/03/2024,Pending
i1001100-5,accident,d1001100,0.75,07/01/2024,Pending
i1002863-1,theft,d1002863,0.59,10/07/2025,Pending
i1001560-5,licenseFine,d1001560,0.17,03/08/2024,Pending
i1002702-3,routeDelay,d1002702,0.42,17/08/2025,Open
i1002002-3,accident,d1002002,0.07,20/04/2025,Resolved
i1002690-1,licenseFine,d1002690,0.61,22/05/2024,Resolved
i1002042-3,maintenance,d1002042,0.06,25/11/2024,UnderReview
i1002571-1,licenseFine,d1002571,0.24,21/03/2024,Resolved
i1001680-1,licenseFine,d1001680,0.86,12/01/2024,Pending
i1002937-5,speeding,d1002937,0.8,01/09/2024,Pending
i1002884-2,accident,d1002884,0.68,17/09/2024,Resolved
i1002017-1,routeDelay,d1002017,0.3,16/10/2024,Pending
i1001870-4,maintenance,d1001870,0.11,31/07/2024,Pending
i1001568-2,accident,d1001568,0.5,04/05/2024,UnderReview
i1002314-5,accident,d1002314,0.5,22/01/2024,Pending
i1002033-3,licenseFine,d1002033,0.43,25/06/2025,Open
i1001923-3,speeding,d1001923,0.38,28/06/2024,Resolved
i1001507-4,speeding,d1001507,0.39,21/08/2025,Resolved
i1001265-4,licenseFine,d1001265,0.32,10/06/2024,Resolved
i1001852-2,maintenance,d1001852,0.42,29/11/2024,Open
i1002554-2,licenseFine,d1002554,0.97,20/03/2024,Open
i1002919-1,routeDelay,d1002919,0.07,30/01/2024,Open
i1001746-4,accident,d1001746,0.49,14/01/2024,UnderReview
i1002688-3,theft,d1002688,0.96,06/10/2024,Open
i1002503-4,theft,d1002503,0.11,12/06/2024,Open
i1001325-4,speeding,d1001325,0.38,19/03/2025,Open
i1001545-4,accident,d1001545,0.91,18/07/2024,Open
i1002497-3,theft,d1002497,0.93,16/09/2024,Pending
i1002639-5,accident,d1002639,0.66,10/06/2025,Pending
i1002396-4,licenseFine,d1002396,0.16,30/03/2024,Pending
i1002711-1,theft,d1002711,0.33,31/01/2024,UnderReview
i1001613-5,routeDelay,d1001613,0.62,27/06/2025,UnderReview
i1002256-3,accident,d1002256,0.29,28/02/2025,Pending
i1002090-5,routeDelay,d1002090,0.93,26/11/2024,Open
i1001509-4,routeDelay,d1001509,0.31,29/05/2024,UnderReview
i1001117-1,theft,d1001117,0.35,29/08/2024,Resolved
i1002457-3,routeDelay,d1002457,0.32,21/03/2024,Pending
i1002101-2,routeDelay,d1002101,0.13,13/05/2025,Open
i1002809-5,licenseFine,d1002809,0.38,02/05/2025,UnderReview
i1002542-2,licenseFine,d1002542,0.06,05/09/2024,Resolved
i1002960-2,theft,d1002960,0.2,07/11/2024,UnderReview
i1001867-4,theft,d1001867,0.37,12/11/2024,Pending
i1002320-5,maintenance,d1002320,0.5,17/07/2025,Open
i1002813-5,routeDelay,d1002813,0.24,09/03/2024,Open
i1001099-5,theft,d1001099,0.64,03/07/2025,Open
i1001355-2,maintenance,d1001355,0.14,09/06/2025,UnderReview
i1001946-4,speeding,d1001946,0.41,06/11/2024,Open
i1002521-3,licenseFine,d1002521,0.88,02/05/2025,Open
i1001208-5,maintenance,d1001208,0.42,14/07/2024,Pending
i1002275-4,maintenance,d1002275,0.64,02/05/2025,UnderReview
i1001038-5,licenseFine,d1001038,0.11,07/11/2024,Open
i1002998-1,speeding,d1002998,0.8,17/07/2025,Open
i1001739-2,theft,d1001739,0.99,05/03/2025,Pending
i1002308-1,routeDelay,d1002308,0.66,22/06/2025,Open
i1001334-2,speeding,d1001334,0.67,13/08/2024,Pending
i1001412-4,routeDelay,d1001412,0.31,22/07/2024,Resolved
i1002896-5,accident,d1002896,0.48,23/01/2024,Pending
i1002970-2,theft,d1002970,0.82,28/05/2024,Pending
i1002600-4,accident,d1002600,0.27,03/04/2025,Pending
i1002142-3,maintenance,d1002142,0.16,19/02/2024,UnderReview
i1001686-2,speeding,d1001686,0.13,17/03/2025,Pending
i1001634-3,routeDelay,d1001634,0.81,12/03/2024,Pending
i1002535-5,maintenance,d1002535,0.25,10/06/2025,Resolved
i1002431-4,speeding,d1002431,0.84,21/07/2025,Resolved
i1001052-5,routeDelay,d1001052,0.57,27/09/2024,Open
i1001045-4,speeding,d1001045,0.5,04/01/2024,Open
i1001016-2,maintenance,d1001016,0.72,24/11/2024,Resolved
i1002773-5,licenseFine,d1002773,0.19,01/09/2024,Pending
i1002434-2,maintenance,d1002434,0.74,20/09/2024,Open
i1002218-1,maintenance,d1002218,0.87,25/07/2024,Resolved
i1002368-3,licenseFine,d1002368,0.28,27/11/2024,UnderReview
i1002506-2,licenseFine,d1002506,0.94,12/08/2025,Open
i1002311-3,speeding,d1002311,0.47,09/07/2024,UnderReview
i1001606-4,theft,d1001606,0.86,12/08/2024,Open
i1001218-1,licenseFine,d1001218,0.37,20/05/2025,Resolved
i1002607-5,routeDelay,d1002607,0.95,22/05/2024,Resolved
i1002904-4,speeding,d1002904,0.86,11/12/2024,Resolved
i1001490-3,theft,d1001490,0.93,13/01/2024,UnderReview
i1001843-2,speeding,d1001843,0.5,20/06/2025,Resolved
i1001549-3,theft,d1001549,0.9,09/06/2024,Pending
i1002746-4,licenseFine,d1002746,0.95,05/04/2024,Pending
i1001155-1,speeding,d1001155,0.98,12/05/2025,Pending
i1001980-3,accident,d1001980,0.35,18/01/2024,Open
i1001441-2,accident,d1001441,0.88,01/12/2024,UnderReview
i1002315-3,maintenance,d1002315,0.72,31/01/2025,Pending
i1002880-1,licenseFine,d1002880,0.33,03/08/2024,Pending
i1002936-3,theft,d1002936,0.79,17/01/2025,Pending
i1002732-2,routeDelay,d1002732,0.15,10/05/2025,Resolved
i1002571-3,speeding,d1002571,0.42,05/02/2025,Open
i1002304-3,accident,d1002304,0.85,17/01/2025,Resolved
i1001651-4,licenseFine,d1001651,0.57,01/08/2025,Open
i1002454-4,maintenance,d1002454,0.63,12/02/2024,Resolved
i1002974-5,maintenance,d1002974,0.68,07/08/2024,Open
i1001769-4,licenseFine,d1001769,0.6,19/08/2025,Resolved
i1002948-1,routeDelay,d1002948,0.25,07/03/2025,UnderReview
i1001964-5,licenseFine,d1001964,0.68,19/01/2025,Pending
i1001005-1,speeding,d1001005,0.16,20/07/2025,UnderReview
i1001584-1,licenseFine,d1001584,0.32,07/06/2025,UnderReview
i1002594-2,routeDelay,d1002594,0.37,15/05/2025,UnderReview
i1002376-5,theft,d1002376,0.38,12/06/2024,Resolved
i1002749-5,theft,d1002749,0.17,08/03/2025,Resolved
i1002132-5,accident,d1002132,0.92,26/03/2025,Resolved
i1002767-1,licenseFine,d1002767,0.15,30/04/2024,UnderReview
i1002979-1,speeding,d1002979,0.23,08/08/2024,UnderReview
i1001548-2,theft,d1001548,0.76,11/07/2024,Resolved
i1002000-2,routeDelay,d1002000,0.79,16/11/2024,UnderReview
i1002518-3,routeDelay,d1002518,0.07,28/03/2025,UnderReview
i1002178-4,maintenance,d1002178,0.64,17/06/2025,UnderReview
i1001115-1,routeDelay,d1001115,0.34,14/08/2024,Pending
i1002360-5,accident,d1002360,0.99,12/10/2024,UnderReview
i1002858-4,routeDelay,d1002858,0.56,15/03/2025,Resolved
i1001471-3,speeding,d1001471,0.6,08/09/2024,Pending
i1001565-3,licenseFine,d1001565,0.53,08/11/2024,Pending
i1001648-3,accident,d1001648,0.54,28/12/2024,Resolved
i1001797-5,routeDelay,d1001797,0.25,08/09/2024,Open
i1001292-5,accident,d1001292,0.36,22/03/2025,Open
i1002572-5,licenseFine,d1002572,0.98,02/02/2025,UnderReview
i1002899-2,licenseFine,d1002899,0.6,01/01/2024,Open
i1001703-1,routeDelay,d1001703,0.19,24/03/2025,Resolved
i1002124-3,maintenance,d1002124,0.83,22/01/2025,UnderReview
i1002765-3,speeding,d1002765,0.47,21/06/2024,UnderReview
i1002085-4,maintenance,d1002085,0.74,24/02/2024,UnderReview
i1001664-3,licenseFine,d1001664,0.12,26/03/2024,Pending
i1002983-1,routeDelay,d1002983,0.39,23/01/2024,Resolved
i1002167-1,maintenance,d1002167,0.86,06/01/2024,Resolved
i1001205-1,routeDelay,d1001205,0.92,08/11/2024,Resolved
i1001333-1,maintenance,d1001333,0.31,17/07/2024,UnderReview
i1002101-1,theft,d1002101,0.71,08/07/2024,Resolved
i1002859-4,speeding,d1002859,0.33,07/07/2025,Open
i1002926-4,speeding,d1002926,0.97,17/08/2024,Pending
i1001125-4,routeDelay,d1001125,0.48,09/11/2024,Pending
i1002385-5,theft,d1002385,0.7,23/04/2024,Resolved
i1002911-3,licenseFine,d1002911,0.16,26/07/2024,Resolved
i1002595-3,accident,d1002595,0.1,22/05/2024,UnderReview
i1001974-2,licenseFine,d1001974,0.54,03/12/2024,Open
i1001929-3,maintenance,d1001929,0.91,05/10/2024,Open
