Package_ID,PackageName,PackageQuant,PackageSize,PackageWeigh,PackageValue,Volume,PickupStop_ID,DeliveryStop_ID,Route_ID
p691,Food Package,6,L,15kg,"R$ 41.338,00",152,622,1084,r2611
p692,Retail Package,9,S,50kg,"R$ 22.042,00",127,874,859,r1312
p693,Petz Package,1,S,35kg,"R$ 10.235,00",76,618,1876,r1804
p694,E‑commerce Package,7,L,87kg,"R$ 37.185,00",32,973,127,r2950
p695,Petz Package,3,XXL,25kg,"R$ 49.962,00",162,1958,1805,r1865
p696,E‑commerce Package,9,XS,48kg,"R$ 15.174,00",110,1919,915,r2196
p697,Retail Package,5,GG,50kg,"R$ 20.379,00",99,539,1638,r1647
p698,Food Package,9,L,95kg,"R$ 753,00",168,1006,825,r2956
p699,E‑commerce Package,7,XXL,67kg,"R$ 7.807,00",140,1678,591,r2750
p700,Petz Package,2,M,6kg,"R$ 16.317,00",151,336,694,r1217
p701,Food Package,9,S,98kg,"R$ 21.761,00",3,798,1036,r2748
p702,Retail Package,8,GG,47kg,"R$ 39.240,00",82,285,1475,r1924
p703,Petz Package,5,M,64kg,"R$ 40.349,00",98,535,1939,r2966
p704,E‑commerce Package,3,XXL,50kg,"R$ 39.502,00",33,1550,141,r2436
p705,Petz Package,8,XXL,14kg,"R$ 1.135,00",77,1166,777,r1860
p706,Food Package,5,M,64kg,"R$ 46.428,00",28,924,454,r2475
p707,E‑commerce Package,8,S,75kg,"R$ 9.599,00",3,1597,633,r2406
p708,Retail Package,6,L,80kg,"R$ 35.969,00",102,1827,1080,r1182
p709,Petz Package,10,M,100kg,"R$ 22.898,00",76,55,13,r1936
p710,E‑commerce Package,1,XXL,78kg,"R$ 33.307,00",132,374,1830,r2747
p711,Petz Package,7,M,86kg,"R$ 47.766,00",182,1466,648,r1368
p712,Petz Package,7,XL,7kg,"R$ 23.365,00",194,1892,877,r2025
p713,Retail Package,6,GG,5kg,"R$ 31.669,00",96,629,148,r2852
p714,Retail Package,4,M,86kg,"R$ 7.469,00",168,1726,1242,r2731
p715,E‑commerce Package,1,S,71kg,"R$ 37.645,00",11,1390,1414,r2268
p716,E‑commerce Package,2,XXL,47kg,"R$ 2.071,00",175,1298,967,r1569
p717,E‑commerce Package,4,M,9kg,"R$ 25.845,00",51,1813,1587,r2663
p718,E‑commerce Package,2,XS,5kg,"R$ 25.671,00",57,1695,1757,r2610
p719,Food Package,9,XS,8kg,"R$ 23.183,00",63,706,281,r2683
p720,Retail Package,8,GG,92kg,"R$ 41.925,00",160,573,666,r1117
p721,E‑commerce Package,2,L,31kg,"R$ 37.347,00",148,1062,396,r2245
p722,E‑commerce Package,1,XXL,71kg,"R$ 27.795,00",66,842,1935,r2045
p723,E‑commerce Package,1,XXL,38kg,"R$ 32.263,00",38,185,1197,r1474
p724,E‑commerce Package,9,L,32kg,"R$ 32.030,00",151,733,820,r2530
p725,E‑commerce Package,5,XS,32kg,"R$ 15.804,00",12,322,1331,r1805
p726,Petz Package,3,M,37kg,"R$ 49.647,00",132,1796,1426,r1646
p727,E‑commerce Package,10,S,60kg,"R$ 47.476,00",89,1546,1425,r2205
p728,E‑commerce Package,2,M,33kg,"R$ 10.531,00",18,357,977,r1312
p729,E‑commerce Package,5,GG,57kg,"R$ 23.224,00",49,564,1804,r1233
p730,Petz Package,2,XS,70kg,"R$ 23.884,00",70,264,1926,r1412
p731,Food Package,4,L,94kg,"R$ 38.919,00",125,216,1648,r2377
p732,Petz Package,8,L,50kg,"R$ 47.451,00",66,864,1338,r1595
p733,E‑commerce Package,1,XS,35kg,"R$ 8.636,00",197,1260,916,r2476
p734,Retail Package,1,GG,81kg,"R$ 29.874,00",64,1334,351,r2242
p735,E‑commerce Package,5,M,51kg,"R$ 33.716,00",94,617,61,r1041
p736,Petz Package,9,GG,82kg,"R$ 40.814,00",117,1062,1,r2154
p737,Retail Package,8,S,20kg,"R$ 43.671,00",103,228,1176,r1408
p738,Retail Package,9,S,26kg,"R$ 26.785,00",64,1464,562,r2619
p739,Food Package,6,M,2kg,"R$ 11.968,00",145,1362,81,r1670
p740,Retail Package,8,XXL,84kg,"R$ 3.801,00",25,380,256,r2731
p741,Food Package,9,GG,8kg,"R$ 41.585,00",11,1144,1055,r1097
p742,Retail Package,3,XL,56kg,"R$ 41.787,00",168,1693,278,r1210
p743,Food Package,3,XS,14kg,"R$ 18.907,00",181,1641,377,r1359
p744,Petz Package,6,M,51kg,"R$ 13.232,00",39,584,1105,r2003
p745,Food Package,9,L,78kg,"R$ 18.996,00",123,435,1328,r2619
p746,Food Package,4,S,70kg,"R$ 22.432,00",50,1277,927,r2140
p747,Food Package,10,GG,91kg,"R$ 41.464,00",169,840,1895,r2618
p748,Retail Package,5,XL,96kg,"R$ 11.774,00",56,1470,215,r1380
p749,Petz Package,6,S,21kg,"R$ 26.373,00",47,1347,1640,r2439
p750,Food Package,1,GG,39kg,"R$ 46.807,00",20,1515,227,r1811
p751,Petz Package,8,XS,91kg,"R$ 2.119,00",108,1676,576,r1593
p752,Food Package,1,M,11kg,"R$ 17.671,00",129,960,1618,r1263
p753,Petz Package,9,XL,79kg,"R$ 44.750,00",110,1655,1131,r2329
p754,E‑commerce Package,10,L,90kg,"R$ 5.395,00",66,1422,1863,r1850
p755,Petz Package,3,M,31kg,"R$ 2.510,00",22,1039,550,r1835
p756,Petz Package,1,S,4kg,"R$ 12.763,00",127,278,376,r2928
p757,E‑commerce Package,1,XS,81kg,"R$ 32.697,00",40,1953,1433,r2864
p758,E‑commerce Package,2,XXL,69kg,"R$ 31.543,00",197,1558,1351,r2001
p759,E‑commerce Package,4,XL,23kg,"R$ 33.757,00",51,1256,1913,r2605
p760,Food Package,9,S,18kg,"R$ 6.633,00",129,1540,1609,r1437
p761,E‑commerce Package,8,GG,22kg,"R$ 19.049,00",42,431,1394,r1886
p762,Food Package,4,S,29kg,"R$ 41.768,00",84,1297,1579,r1428
p763,Retail Package,9,XL,32kg,"R$ 29.447,00",25,364,1971,r1062
p764,E‑commerce Package,4,L,25kg,"R$ 36.533,00",46,636,397,r2730
p765,Petz Package,1,M,67kg,"R$ 33.423,00",116,1123,1236,r1910
p766,Food Package,8,XL,95kg,"R$ 46.719,00",178,794,1953,r2783
p767,Retail Package,10,M,86kg,"R$ 43.105,00",126,948,1850,r2183
p768,E‑commerce Package,9,M,87kg,"R$ 39.575,00",116,679,1593,r1143
p769,Retail Package,6,S,11kg,"R$ 46.046,00",24,1201,1781,r1181
p770,Petz Package,8,M,61kg,"R$ 6.381,00",49,1312,634,r2933
p771,Food Package,5,XS,18kg,"R$ 20.468,00",158,1637,67,r1540
p772,Food Package,8,GG,16kg,"R$ 10.314,00",140,1560,1149,r1040
p773,E‑commerce Package,8,L,67kg,"R$ 9.602,00",100,457,1970,r1406
p774,Petz Package,2,XXL,84kg,"R$ 1.199,00",179,246,1665,r1988
p775,Retail Package,9,S,96kg,"R$ 2.342,00",154,1967,1691,r1884
p776,E‑commerce Package,6,S,27kg,"R$ 20.679,00",36,872,79,r2345
p777,E‑commerce Package,10,XL,46kg,"R$ 14.204,00",133,143,1119,r1816
p778,Petz Package,5,L,31kg,"R$ 24.752,00",190,1784,176,r1567
p779,E‑commerce Package,9,L,41kg,"R$ 24.451,00",58,772,292,r2578
p780,E‑commerce Package,1,GG,98kg,"R$ 20.133,00",11,533,1580,r1994
p781,Food Package,7,M,76kg,"R$ 16.155,00",40,1032,883,r1928
p782,Retail Package,10,XXL,43kg,"R$ 20.648,00",12,1972,1846,r1803
p783,Retail Package,9,M,32kg,"R$ 14.238,00",9,1660,354,r2596
p784,Food Package,5,GG,60kg,"R$ 7.609,00",108,1358,445,r1873
p785,Food Package,10,M,34kg,"R$ 2.449,00",114,486,323,r2937
p786,Petz Package,2,S,85kg,"R$ 8.147,00",5,661,1863,r2156
p787,Food Package,1,S,32kg,"R$ 19.248,00",126,1631,1111,r1855
p788,Food Package,6,L,21kg,"R$ 39.172,00",22,324,1444,r1938
p789,Retail Package,7,XS,56kg,"R$ 31.144,00",163,1073,988,r1434
p790,E‑commerce Package,4,M,98kg,"R$ 18.900,00",131,1680,779,r1777
p791,Petz Package,7,M,15kg,"R$ 24.474,00",192,439,1360,r1821
p792,Petz Package,7,L,4kg,"R$ 27.036,00",41,429,1153,r2554
p793,Retail Package,6,XXL,70kg,"R$ 13.176,00",46,1189,515,r2225
p794,Petz Package,8,L,1kg,"R$ 38.469,00",83,986,1429,r2215
p795,Petz Package,10,XS,69kg,"R$ 2.500,00",141,689,836,r2139
p796,Petz Package,2,M,60kg,"R$ 42.227,00",88,1183,1153,r1129
p797,Retail Package,7,XL,43kg,"R$ 45.276,00",160,1565,1777,r2224
p798,E‑commerce Package,1,L,30kg,"R$ 10.288,00",16,1449,1037,r1470
p799,Retail Package,6,XXL,46kg,"R$ 13.460,00",41,1455,1566,r1248
p800,Petz Package,7,M,84kg,"R$ 32.854,00",158,1676,1099,r1123
p801,Food Package,5,XXL,77kg,"R$ 13.305,00",160,1634,878,r1830
p802,Petz Package,9,S,36kg,"R$ 5.179,00",126,1103,643,r1957
p803,E‑commerce Package,8,GG,70kg,"R$ 41.307,00",184,39,155,r2756
p804,E‑commerce Package,3,S,9kg,"R$ 4.289,00",100,1192,1499,r2717
p805,Retail Package,1,XS,93kg,"R$ 5.998,00",190,163,748,r2410
p806,Food Package,6,XS,55kg,"R$ 22.946,00",181,687,896,r1273
p807,Food Package,2,M,4kg,"R$ 39.113,00",40,1377,517,r2922
p808,Retail Package,2,M,91kg,"R$ 47.816,00",147,1085,1747,r2022
p809,Petz Package,5,XXL,96kg,"R$ 3.237,00",132,414,368,r2164
p810,Retail Package,6,XXL,40kg,"R$ 46.106,00",112,1631,335,r2787
p811,E‑commerce Package,2,XL,55kg,"R$ 25.182,00",31,114,1526,r2819
p812,Food Package,6,S,8kg,"R$ 22.247,00",67,944,1199,r2721
p813,Food Package,7,L,80kg,"R$ 1.053,00",197,265,537,r1138
p814,E‑commerce Package,5,M,6kg,"R$ 7.026,00",159,1943,1565,r1180
p815,E‑commerce Package,1,GG,11kg,"R$ 47.591,00",19,869,151,r2585
p816,Food Package,5,XS,62kg,"R$ 33.121,00",41,710,123,r2639
p817,Retail Package,1,XS,87kg,"R$ 24.042,00",172,741,1260,r2446
p818,E‑commerce Package,4,GG,24kg,"R$ 41.450,00",51,1278,669,r1980
p819,Food Package,2,M,12kg,"R$ 39.629,00",35,1994,1838,r1452
p820,Food Package,4,S,42kg,"R$ 28.173,00",59,370,1064,r1764
p821,E‑commerce Package,9,XL,47kg,"R$ 19.751,00",71,1638,1754,r2716
p822,E‑commerce Package,7,L,73kg,"R$ 23.667,00",167,60,1045,r1394
p823,Petz Package,10,S,23kg,"R$ 9.621,00",184,635,402,r2337
p824,Petz Package,2,XXL,4kg,"R$ 42.160,00",153,1773,1837,r1310
p825,Retail Package,1,S,12kg,"R$ 7.733,00",101,1585,907,r1971
p826,Food Package,8,XL,43kg,"R$ 45.597,00",71,696,273,r2597
p827,E‑commerce Package,8,S,84kg,"R$ 26.086,00",40,1981,1872,r2691
p828,E‑commerce Package,9,S,97kg,"R$ 29.377,00",50,1038,431,r1817
p829,Food Package,8,L,60kg,"R$ 42.494,00",124,1064,1671,r2816
p830,E‑commerce Package,1,L,41kg,"R$ 49.646,00",16,1444,569,r2592
p831,Petz Package,2,L,51kg,"R$ 742,00",123,661,739,r2769
p832,Retail Package,8,S,5kg,"R$ 47.675,00",51,313,1876,r1300
p833,E‑commerce Package,2,M,7kg,"R$ 26.888,00",142,1587,658,r1775
p834,Retail Package,10,GG,72kg,"R$ 41.256,00",111,874,1125,r2968
p835,Retail Package,9,L,42kg,"R$ 16.103,00",154,937,1695,r2706
p836,Retail Package,8,S,31kg,"R$ 18.681,00",186,1264,1410,r2924
p837,Petz Package,2,GG,81kg,"R$ 18.415,00",22,1206,649,r2192
p838,Food Package,3,M,71kg,"R$ 31.302,00",81,1396,138,r2927
p839,Petz Package,4,XL,8kg,"R$ 38.709,00",58,1944,1071,r2147
p840,E‑commerce Package,3,M,90kg,"R$ 43.837,00",191,184,1327,r1981
p841,E‑commerce Package,4,L,67kg,"R$ 10.861,00",60,323,815,r2403
p842,Retail Package,6,XS,77kg,"R$ 42.670,00",176,686,1512,r1728
p843,Petz Package,8,XS,3kg,"R$ 48.688,00",140,1552,940,r2392
p844,Food Package,8,M,94kg,"R$ 21.394,00",20,229,1214,r2106
p845,Petz Package,1,M,21kg,"R$ 2.722,00",151,1799,591,r1996
p846,Retail Package,1,M,11kg,"R$ 11.243,00",190,425,1657,r1663
p847,Retail Package,5,GG,3kg,"R$ 34.029,00",68,334,539,r2391
p848,E‑commerce Package,4,GG,30kg,"R$ 42.077,00",37,393,488,r2075
p849,Retail Package,6,L,30kg,"R$ 17.209,00",174,652,1517,r2517
p850,Retail Package,2,XL,18kg,"R$ 40.821,00",174,1168,546,r1670
p851,Food Package,5,XL,2kg,"R$ 49.979,00",164,1167,1999,r2650
p852,Petz Package,8,S,26kg,"R$ 44.687,00",175,163,1899,r2400
p853,Food Package,9,S,11kg,"R$ 34.354,00",74,1812,1014,r1373
p854,E‑commerce Package,5,L,54kg,"R$ 20.668,00",193,393,939,r2510
p855,Petz Package,4,L,87kg,"R$ 38.763,00",57,534,342,r1665
p856,E‑commerce Package,4,M,91kg,"R$ 38.123,00",166,1121,564,r1061
p857,Retail Package,10,S,24kg,"R$ 10.010,00",142,1671,1519,r1217
p858,Retail Package,9,GG,16kg,"R$ 28.395,00",126,392,1769,r1191
p859,Petz Package,10,M,20kg,"R$ 27.276,00",167,489,1034,r2166
p860,E‑commerce Package,6,XXL,73kg,"R$ 10.618,00",20,697,1729,r1406
p861,Retail Package,1,L,72kg,"R$ 36.462,00",165,368,504,r2561
p862,Retail Package,9,XXL,16kg,"R$ 3.016,00",196,50,262,r1961
p863,Petz Package,7,XL,9kg,"R$ 20.753,00",117,958,1302,r1121
p864,Petz Package,7,L,14kg,"R$ 23.223,00",157,1686,855,r1744
p865,E‑commerce Package,3,S,32kg,"R$ 8.034,00",132,1131,1605,r1798
p866,Petz Package,9,XS,95kg,"R$ 36.122,00",143,1758,57,r2416
p867,Petz Package,10,M,95kg,"R$ 7.484,00",168,1103,1282,r2429
p868,E‑commerce Package,6,L,20kg,"R$ 25.414,00",49,1807,1981,r2575
p869,Retail Package,6,XS,3kg,"R$ 48.046,00",87,433,918,r1955
p870,Petz Package,4,XL,100kg,"R$ 11.741,00",21,243,1783,r2702
p871,Petz Package,6,GG,73kg,"R$ 16.563,00",120,408,651,r1757
p872,Retail Package,4,GG,16kg,"R$ 26.996,00",150,1336,1506,r2084
p873,E‑commerce Package,7,XL,78kg,"R$ 34.758,00",23,1,1328,r1392
p874,Retail Package,3,XS,76kg,"R$ 7.253,00",114,280,735,r2547
p875,E‑commerce Package,10,XL,77kg,"R$ 15.830,00",41,195,706,r1700
p876,Petz Package,1,XXL,61kg,"R$ 24.865,00",37,768,1054,r1086
p877,Retail Package,9,M,98kg,"R$ 17.761,00",73,880,1018,r1518
p878,Petz Package,2,XL,49kg,"R$ 11.150,00",164,649,232,r2394
p879,Petz Package,6,XXL,59kg,"R$ 30.372,00",75,1878,76,r1366
p880,Petz Package,10,S,37kg,"R$ 8.629,00",5,1035,51,r1839
p881,Petz Package,3,XL,75kg,"R$ 42.533,00",65,586,41,r2189
p882,E‑commerce Package,8,S,69kg,"R$ 49.648,00",137,1195,1934,r1997
p883,Retail Package,3,XL,10kg,"R$ 10.496,00",90,368,1673,r2993
p884,Retail Package,3,S,92kg,"R$ 36.920,00",137,865,1394,r1121
p885,Food Package,8,XL,38kg,"R$ 41.884,00",35,1826,483,r1420
p886,Retail Package,5,XXL,46kg,"R$ 33.729,00",22,1199,1558,r2384
p887,E‑commerce Package,7,M,58kg,"R$ 20.085,00",76,1293,753,r1265
p888,Retail Package,4,M,72kg,"R$ 48.354,00",84,1827,875,r2681
p889,Food Package,5,S,71kg,"R$ 24.723,00",100,1251,1189,r1278
p890,Retail Package,10,XS,78kg,"R$ 22.066,00",189,509,851,r1618
p891,Food Package,6,XXL,40kg,"R$ 30.997,00",159,673,778,r1495
p892,Retail Package,8,XXL,15kg,"R$ 47.505,00",164,1939,1117,r1760
p893,E‑commerce Package,6,XXL,36kg,"R$ 34.441,00",36,107,225,r2017
p894,Retail Package,10,XL,22kg,"R$ 43.847,00",150,12,684,r2161
p895,Food Package,2,XXL,49kg,"R$ 36.431,00",43,801,770,r1159
p896,E‑commerce Package,2,S,83kg,"R$ 17.559,00",24,1724,1360,r2685
p897,Food Package,6,XL,73kg,"R$ 28.090,00",112,689,687,r2229
p898,E‑commerce Package,6,S,43kg,"R$ 48.907,00",20,1312,1938,r1624
p899,Food Package,9,S,2kg,"R$ 2.778,00",8,1163,1387,r2120
p900,Food Package,6,XXL,3kg,"R$ 13.054,00",148,1293,72,r2265
p901,Retail Package,3,XL,42kg,"R$ 47.445,00",187,1701,425,r2800
p902,E‑commerce Package,6,GG,57kg,"R$ 22.972,00",192,1566,358,r2547
p903,E‑commerce Package,1,L,12kg,"R$ 1.872,00",114,1642,1321,r2896
p904,Petz Package,5,S,56kg,"R$ 20.969,00",45,1380,180,r2589
p905,Petz Package,5,L,64kg,"R$ 21.223,00",39,1188,687,r1765
p906,Food Package,10,XS,14kg,"R$ 18.990,00",19,1771,418,r1390
p907,Petz Package,3,M,89kg,"R$ 15.882,00",40,1030,1598,r2850
p908,E‑commerce Package,7,S,95kg,"R$ 9.453,00",36,472,1957,r2533
p909,Food Package,3,M,40kg,"R$ 34.139,00",39,1578,9,r2910
p910,Food Package,4,S,95kg,"R$ 13.921,00",110,1869,833,r2932
p911,Food Package,9,S,77kg,"R$ 28.927,00",126,601,1493,r1685
p912,E‑commerce Package,7,L,41kg,"R$ 39.873,00",17,1225,1224,r1388
p913,Petz Package,7,GG,9kg,"R$ 5.312,00",69,1149,1823,r2005
p914,Food Package,6,L,17kg,"R$ 48.383,00",15,485,354,r2433
p915,Retail Package,7,M,77kg,"R$ 47.041,00",75,1439,276,r2905
p916,Food Package,2,GG,96kg,"R$ 32.148,00",1,1152,1704,r2920
p917,Retail Package,5,GG,82kg,"R$ 14.353,00",119,721,412,r1265
p918,Food Package,2,XXL,17kg,"R$ 38.817,00",165,1615,676,r1004
p919,E‑commerce Package,9,S,46kg,"R$ 12.195,00",162,1533,637,r2592
p920,Food Package,8,XL,6kg,"R$ 17.081,00",57,1490,190,r1547
p921,E‑commerce Package,7,XL,17kg,"R$ 31.220,00",183,909,430,r2824
p922,E‑commerce Package,1,XL,40kg,"R$ 40.723,00",15,1501,622,r2180
p923,Retail Package,8,M,62kg,"R$ 26.755,00",187,309,618,r2848
p924,Petz Package,10,XS,94kg,"R$ 33.941,00",108,115,615,r2576
p925,Petz Package,1,GG,51kg,"R$ 46.265,00",180,1830,1708,r1921
p926,Food Package,10,XL,24kg,"R$ 18.630,00",124,565,1762,r2193
p927,Retail Package,3,S,66kg,"R$ 24.557,00",79,1520,848,r1000
p928,Retail Package,3,GG,29kg,"R$ 10.151,00",134,492,546,r2504
p929,E‑commerce Package,5,GG,81kg,"R$ 40.118,00",117,1288,99,r1145
p930,Retail Package,8,XL,77kg,"R$ 44.778,00",38,958,76,r2996
p931,E‑commerce Package,1,XXL,37kg,"R$ 34.102,00",155,136,1852,r2442
p932,Food Package,2,XL,38kg,"R$ 27.207,00",29,476,1195,r1574
p933,Petz Package,10,S,84kg,"R$ 18.980,00",8,636,1621,r2900
p934,E‑commerce Package,8,S,64kg,"R$ 24.145,00",29,325,1781,r1292
p935,Retail Package,2,S,35kg,"R$ 35.566,00",167,229,378,r2460
p936,E‑commerce Package,6,S,56kg,"R$ 15.965,00",89,1517,272,r1402
p937,E‑commerce Package,10,S,23kg,"R$ 17.242,00",32,1556,876,r2031
p938,Retail Package,2,XL,92kg,"R$ 36.214,00",85,392,1902,r1168
p939,Retail Package,10,XL,22kg,"R$ 48.816,00",174,1060,1896,r1317
p940,Petz Package,9,XXL,23kg,"R$ 36.663,00",9,1676,853,r1398
p941,E‑commerce Package,1,M,53kg,"R$ 6.207,00",1,466,1678,r2930
p942,Petz Package,10,M,37kg,"R$ 39.866,00",25,128,1360,r1730
p943,Retail Package,10,XS,20kg,"R$ 3.447,00",143,1264,517,r2886
p944,E‑commerce Package,1,L,77kg,"R$ 13.546,00",131,1022,1415,r2967
p945,Petz Package,3,M,2kg,"R$ 26.919,00",154,768,198,r2404
p946,Retail Package,5,GG,78kg,"R$ 23.478,00",21,145,1180,r2437
p947,E‑commerce Package,8,XS,20kg,"R$ 32.941,00",121,839,276,r2634
p948,E‑commerce Package,8,S,78kg,"R$ 20.367,00",168,1333,600,r2742
p949,Food Package,8,XS,18kg,"R$ 6.317,00",1,503,1254,r1841
p950,E‑commerce Package,4,XXL,65kg,"R$ 9.994,00",3,395,231,r1852
p951,E‑commerce Package,5,L,32kg,"R$ 218,00",35,1336,1586,r2266
p952,Food Package,4,XXL,69kg,"R$ 7.886,00",41,1190,1185,r2942
p953,Retail Package,4,L,77kg,"R$ 539,00",147,1645,1773,r1011
p954,Petz Package,1,M,72kg,"R$ 26.860,00",72,922,894,r2565
p955,Retail Package,7,XXL,87kg,"R$ 13.034,00",20,1706,1411,r1061
p956,E‑commerce Package,1,L,100kg,"R$ 2.370,00",195,1936,230,r2359
p957,Retail Package,4,M,15kg,"R$ 48.416,00",24,1490,1149,r1698
p958,Petz Package,9,M,44kg,"R$ 29.083,00",95,1759,361,r1492
p959,Retail Package,5,XXL,87kg,"R$ 8.755,00",88,914,1834,r2319
p960,Food Package,4,S,76kg,"R$ 13.057,00",114,1958,377,r1330
p961,Food Package,3,L,39kg,"R$ 106,00",131,493,1428,r1312
p962,Food Package,8,M,18kg,"R$ 39.799,00",102,1674,1764,r1001
p963,Petz Package,3,XL,95kg,"R$ 37.179,00",105,1097,384,r2316
p964,Food Package,3,M,75kg,"R$ 28.364,00",119,496,1010,r2363
p965,Food Package,4,XL,88kg,"R$ 32.064,00",187,556,1885,r1990
p966,E‑commerce Package,7,GG,63kg,"R$ 49.950,00",171,841,1173,r2329
p967,Petz Package,9,L,93kg,"R$ 22.564,00",169,483,1726,r2849
p968,Food Package,3,XXL,53kg,"R$ 25.308,00",197,449,501,r1888
p969,Food Package,1,M,34kg,"R$ 4.493,00",178,576,1576,r1462
p970,E‑commerce Package,9,XL,49kg,"R$ 36.101,00",38,1569,529,r2864
p971,E‑commerce Package,6,GG,13kg,"R$ 45.808,00",89,660,983,r1125
p972,E‑commerce Package,4,XS,94kg,"R$ 3.858,00",59,662,1944,r2217
p973,E‑commerce Package,5,S,10kg,"R$ 44.292,00",199,1649,1040,r2631
p974,E‑commerce Package,6,XXL,54kg,"R$ 32.050,00",44,1230,88,r2126
p975,Retail Package,2,GG,92kg,"R$ 31.206,00",143,1661,195,r1974
p976,Retail Package,2,M,98kg,"R$ 16.252,00",135,1725,841,r1350
p977,Retail Package,7,XL,91kg,"R$ 4.624,00",126,790,1230,r1879
p978,Petz Package,3,M,3kg,"R$ 47.269,00",101,1985,1304,r2446
p979,Petz Package,8,XXL,46kg,"R$ 19.345,00",110,107,1001,r2054
p980,Petz Package,7,XS,56kg,"R$ 12.682,00",83,169,1737,r1203
p981,Petz Package,10,S,34kg,"R$ 594,00",112,180,1511,r2075
p982,E‑commerce Package,6,L,85kg,"R$ 33.796,00",83,1174,1241,r1517
p983,Petz Package,2,M,69kg,"R$ 27.960,00",162,1590,729,r2979
p984,Retail Package,8,GG,59kg,"R$ 32.833,00",28,220,1139,r1289
p985,Retail Package,5,S,58kg,"R$ 25.915,00",111,631,864,r1598
p986,Retail Package,2,XS,96kg,"R$ 47.969,00",58,1143,907,r1608
p987,Petz Package,9,L,16kg,"R$ 25.517,00",163,1471,1343,r1254
p988,Petz Package,3,XL,40kg,"R$ 44.025,00",106,849,278,r1225
p989,E‑commerce Package,1,XL,7kg,"R$ 48.768,00",48,1583,508,r1029
p990,Retail Package,10,XL,49kg,"R$ 18.585,00",29,1748,667,r1928
p991,E‑commerce Package,4,S,4kg,"R$ 28.859,00",38,1334,1791,r2554
p992,Petz Package,2,XS,93kg,"R$ 15.238,00",134,545,853,r1357
p993,E‑commerce Package,7,L,50kg,"R$ 38.392,00",161,1876,705,r1538
p994,E‑commerce Package,9,XS,84kg,"R$ 14.078,00",49,499,1484,r2726
p995,Petz Package,1,XL,81kg,"R$ 21.874,00",122,504,1602,r2979
p996,Food Package,2,M,90kg,"R$ 13.417,00",40,1296,1299,r2596
p997,Petz Package,9,S,61kg,"R$ 43.640,00",190,37,985,r1052
p998,Retail Package,7,XXL,8kg,"R$ 3.968,00",5,787,911,r2745
p999,E‑commerce Package,1,S,22kg,"R$ 27.975,00",190,1228,244,r1080
p1000,Food Package,10,L,43kg,"R$ 45.003,00",86,1920,1321,r1799
p1001,Petz Package,2,M,86kg,"R$ 21.328,00",188,1057,1413,r1973
p1002,Petz Package,2,GG,98kg,"R$ 33.639,00",23,1837,325,r2410
p1003,E‑commerce Package,3,S,52kg,"R$ 40.059,00",84,459,554,r2026
p1004,Retail Package,7,XXL,84kg,"R$ 43.959,00",46,1187,1766,r1981
p1005,Retail Package,7,L,37kg,"R$ 13.419,00",54,486,8,r1982
p1006,Food Package,8,XS,4kg,"R$ 22.527,00",100,1678,915,r1084
p1007,E‑commerce Package,9,L,43kg,"R$ 26.917,00",113,1747,300,r2253
p1008,E‑commerce Package,4,XS,17kg,"R$ 2.753,00",166,34,509,r2774
p1009,E‑commerce Package,3,GG,56kg,"R$ 10.644,00",60,1415,845,r2892
p1010,E‑commerce Package,6,M,46kg,"R$ 27.074,00",81,1512,799,r1893
p1011,E‑commerce Package,6,S,45kg,"R$ 47.373,00",39,901,298,r2842
p1012,E‑commerce Package,8,XXL,86kg,"R$ 17.386,00",160,1930,1736,r2745
p1013,Retail Package,4,GG,67kg,"R$ 46.891,00",27,1682,1350,r1005
p1014,Food Package,8,XXL,2kg,"R$ 14.674,00",78,1412,344,r1743
p1015,Petz Package,5,GG,24kg,"R$ 49.741,00",69,652,1929,r1824
p1016,Petz Package,2,GG,70kg,"R$ 41.657,00",185,358,877,r2855
p1017,Retail Package,6,GG,41kg,"R$ 25.373,00",140,1215,1494,r2408
p1018,Food Package,3,XL,44kg,"R$ 32.828,00",115,1481,1789,r1702
p1019,E‑commerce Package,9,M,70kg,"R$ 15.849,00",143,717,84,r2113
p1020,Petz Package,9,XXL,44kg,"R$ 13.580,00",172,1537,1831,r2317
p1021,E‑commerce Package,10,M,35kg,"R$ 9.094,00",62,1504,3,r2287
p1022,E‑commerce Package,7,XXL,18kg,"R$ 46.620,00",19,348,923,r1568
p1023,Retail Package,3,S,75kg,"R$ 46.204,00",83,251,1342,r1585
p1024,E‑commerce Package,6,GG,36kg,"R$ 4.834,00",133,1883,895,r2513
p1025,Retail Package,5,XL,10kg,"R$ 4.438,00",40,626,742,r2994
p1026,Retail Package,6,M,33kg,"R$ 11.004,00",57,251,738,r2136
p1027,Retail Package,9,XL,75kg,"R$ 2.218,00",10,1344,964,r1610
p1028,E‑commerce Package,4,XL,86kg,"R$ 31.713,00",28,1353,937,r1230
p1029,E‑commerce Package,1,S,82kg,"R$ 45.160,00",95,439,1156,r2417
p1030,Retail Package,3,M,67kg,"R$ 18.662,00",111,708,1468,r1038
p1031,Food Package,9,S,35kg,"R$ 12.441,00",47,68,1268,r1825
p1032,Petz Package,6,GG,81kg,"R$ 39.005,00",127,879,295,r1616
p1033,Retail Package,6,XL,97kg,"R$ 49.692,00",30,235,545,r1237
p1034,Retail Package,6,M,83kg,"R$ 18.547,00",18,1494,895,r2499
