PickupStop_ID,Address_ID,Route_ID,ScheduledDate,LimitDate,RealOps
664,ad126,r13,02/05/2025 05:00,02/05/2025 20:00,02/05/2025 06:04
665,ad67,r66,01/05/2025 05:00,01/05/2025 15:00,01/05/2025 06:24
666,ad89,r79,04/05/2025 05:00,05/05/2025 06:00,04/05/2025 05:42
667,ad86,r92,01/05/2025 05:00,02/05/2025 06:00,01/05/2025 05:50
668,ad357,r98,10/05/2025 05:00,10/05/2025 17:00,10/05/2025 06:40
669,ad5,r51,08/05/2025 05:00,09/05/2025 06:00,08/05/2025 07:20
670,ad491,r52,07/05/2025 05:00,07/05/2025 15:00,07/05/2025 07:42
671,ad421,r42,09/05/2025 05:00,09/05/2025 19:00,09/05/2025 07:55
672,ad122,r18,10/05/2025 05:00,11/05/2025 09:00,10/05/2025 06:32
673,ad150,r57,09/05/2025 05:00,10/05/2025 02:00,09/05/2025 07:04
674,ad243,r84,04/05/2025 05:00,05/05/2025 10:00,04/05/2025 06:12
675,ad157,r13,07/05/2025 05:00,07/05/2025 09:00,07/05/2025 07:44
676,ad61,r39,01/05/2025 05:00,01/05/2025 21:00,01/05/2025 05:48
677,ad176,r74,02/05/2025 05:00,03/05/2025 10:00,02/05/2025 07:46
678,ad170,r59,01/05/2025 05:00,02/05/2025 01:00,01/05/2025 07:56
679,ad237,r34,04/05/2025 05:00,04/05/2025 21:00,04/05/2025 07:27
680,ad189,r54,10/05/2025 05:00,11/05/2025 07:00,10/05/2025 07:12
681,ad497,r12,01/05/2025 05:00,02/05/2025 01:00,01/05/2025 07:24
682,ad253,r42,02/05/2025 05:00,03/05/2025 07:00,02/05/2025 05:38
683,ad162,r35,07/05/2025 05:00,07/05/2025 11:00,07/05/2025 06:23
684,ad403,r7,03/05/2025 05:00,04/05/2025 11:00,03/05/2025 05:57
685,ad76,r9,01/05/2025 05:00,01/05/2025 19:00,01/05/2025 07:30
686,ad40,r31,09/05/2025 05:00,09/05/2025 09:00,09/05/2025 06:13
687,ad376,r9,10/05/2025 05:00,10/05/2025 16:00,10/05/2025 07:32
688,ad389,r42,08/05/2025 05:00,09/05/2025 01:00,08/05/2025 06:18
689,ad311,r69,07/05/2025 05:00,07/05/2025 22:00,07/05/2025 06:34
690,ad423,r8,11/05/2025 05:00,12/05/2025 04:00,11/05/2025 07:10
691,ad69,r13,01/05/2025 05:00,02/05/2025 07:00,01/05/2025 07:12
692,ad344,r57,01/05/2025 05:00,02/05/2025 10:00,01/05/2025 06:48
693,ad94,r12,01/05/2025 05:00,02/05/2025 03:00,01/05/2025 06:27
694,ad153,r82,04/05/2025 05:00,04/05/2025 22:00,04/05/2025 07:38
695,ad499,r18,04/05/2025 05:00,04/05/2025 19:00,04/05/2025 07:17
696,ad242,r40,06/05/2025 05:00,06/05/2025 20:00,06/05/2025 06:47
697,ad417,r49,02/05/2025 05:00,03/05/2025 11:00,02/05/2025 07:16
698,ad156,r68,06/05/2025 05:00,07/05/2025 10:00,06/05/2025 05:40
699,ad269,r32,08/05/2025 05:00,08/05/2025 12:00,08/05/2025 07:08
700,ad485,r68,02/05/2025 05:00,02/05/2025 17:00,02/05/2025 06:25
701,ad263,r13,01/05/2025 05:00,01/05/2025 23:00,01/05/2025 07:43
702,ad24,r80,10/05/2025 05:00,11/05/2025 11:00,10/05/2025 06:05
703,ad389,r96,04/05/2025 05:00,04/05/2025 18:00,04/05/2025 07:45
704,ad500,r46,03/05/2025 05:00,03/05/2025 19:00,03/05/2025 07:25
705,ad65,r70,07/05/2025 05:00,08/05/2025 05:00,07/05/2025 07:46
706,ad490,r9,11/05/2025 05:00,12/05/2025 00:00,11/05/2025 07:55
707,ad101,r62,06/05/2025 05:00,06/05/2025 10:00,06/05/2025 06:43
708,ad453,r35,08/05/2025 05:00,09/05/2025 07:00,08/05/2025 06:31
709,ad31,r79,01/05/2025 05:00,01/05/2025 18:00,01/05/2025 06:11
710,ad100,r71,09/05/2025 05:00,10/05/2025 08:00,09/05/2025 06:46
711,ad460,r73,08/05/2025 05:00,09/05/2025 06:00,08/05/2025 06:58
712,ad206,r63,05/05/2025 05:00,05/05/2025 23:00,05/05/2025 07:17
713,ad367,r15,05/05/2025 05:00,06/05/2025 02:00,05/05/2025 05:38
714,ad475,r83,02/05/2025 05:00,02/05/2025 21:00,02/05/2025 06:58
715,ad297,r95,07/05/2025 05:00,07/05/2025 13:00,07/05/2025 07:38
716,ad340,r22,02/05/2025 05:00,02/05/2025 15:00,02/05/2025 05:41
717,ad401,r27,06/05/2025 05:00,07/05/2025 03:00,06/05/2025 07:03
718,ad45,r79,10/05/2025 05:00,11/05/2025 00:00,10/05/2025 07:03
719,ad4,r70,08/05/2025 05:00,08/05/2025 11:00,08/05/2025 07:10
720,ad145,r12,04/05/2025 05:00,05/05/2025 02:00,04/05/2025 07:34
721,ad431,r14,06/05/2025 05:00,06/05/2025 16:00,06/05/2025 06:05
722,ad77,r76,05/05/2025 05:00,05/05/2025 16:00,05/05/2025 07:28
723,ad469,r2,11/05/2025 05:00,11/05/2025 14:00,11/05/2025 07:38
724,ad471,r32,02/05/2025 05:00,03/05/2025 09:00,02/05/2025 07:42
725,ad67,r78,04/05/2025 05:00,04/05/2025 20:00,04/05/2025 07:15
726,ad72,r29,09/05/2025 05:00,09/05/2025 23:00,09/05/2025 06:06
727,ad359,r94,06/05/2025 05:00,07/05/2025 01:00,06/05/2025 06:47
728,ad489,r61,06/05/2025 05:00,07/05/2025 09:00,06/05/2025 08:00
729,ad37,r6,02/05/2025 05:00,03/05/2025 04:00,02/05/2025 07:35
730,ad179,r35,09/05/2025 05:00,10/05/2025 03:00,09/05/2025 05:46
731,ad255,r26,09/05/2025 05:00,09/05/2025 20:00,09/05/2025 06:54
732,ad487,r41,06/05/2025 05:00,07/05/2025 06:00,06/05/2025 06:52
733,ad30,r64,10/05/2025 05:00,10/05/2025 22:00,10/05/2025 07:20
734,ad321,r4,10/05/2025 05:00,10/05/2025 09:00,10/05/2025 05:42
735,ad162,r89,08/05/2025 05:00,09/05/2025 02:00,08/05/2025 06:12
736,ad48,r2,08/05/2025 05:00,09/05/2025 06:00,08/05/2025 05:50
737,ad42,r59,02/05/2025 05:00,02/05/2025 14:00,02/05/2025 05:59
738,ad431,r14,01/05/2025 05:00,01/05/2025 20:00,01/05/2025 07:55
739,ad436,r70,01/05/2025 05:00,02/05/2025 02:00,01/05/2025 06:43
740,ad402,r30,01/05/2025 05:00,01/05/2025 11:00,01/05/2025 07:35
741,ad29,r62,09/05/2025 05:00,10/05/2025 08:00,09/05/2025 06:38
742,ad499,r43,06/05/2025 05:00,07/05/2025 03:00,06/05/2025 06:45
743,ad429,r100,01/05/2025 05:00,02/05/2025 00:00,01/05/2025 07:15
744,ad476,r30,03/05/2025 05:00,04/05/2025 03:00,03/05/2025 06:10
745,ad209,r99,04/05/2025 05:00,04/05/2025 11:00,04/05/2025 06:22
746,ad199,r68,10/05/2025 05:00,10/05/2025 11:00,10/05/2025 07:49
747,ad445,r27,01/05/2025 05:00,01/05/2025 11:00,01/05/2025 06:27
748,ad95,r85,07/05/2025 05:00,07/05/2025 23:00,07/05/2025 07:34
749,ad47,r59,07/05/2025 05:00,08/05/2025 04:00,07/05/2025 06:26
750,ad415,r48,10/05/2025 05:00,11/05/2025 06:00,10/05/2025 05:34
751,ad251,r41,08/05/2025 05:00,09/05/2025 10:00,08/05/2025 05:48
752,ad484,r9,05/05/2025 05:00,05/05/2025 10:00,05/05/2025 06:19
753,ad296,r79,04/05/2025 05:00,04/05/2025 21:00,04/05/2025 07:10
754,ad43,r2,06/05/2025 05:00,06/05/2025 19:00,06/05/2025 07:33
755,ad204,r53,02/05/2025 05:00,03/05/2025 08:00,02/05/2025 06:05
756,ad138,r88,04/05/2025 05:00,04/05/2025 13:00,04/05/2025 06:09
757,ad1,r53,11/05/2025 05:00,12/05/2025 08:00,11/05/2025 05:56
758,ad336,r67,09/05/2025 05:00,10/05/2025 10:00,09/05/2025 07:45
759,ad198,r5,07/05/2025 05:00,08/05/2025 05:00,07/05/2025 06:42
760,ad65,r24,10/05/2025 05:00,11/05/2025 10:00,10/05/2025 06:18
761,ad136,r35,11/05/2025 05:00,11/05/2025 09:00,11/05/2025 06:54
762,ad221,r35,04/05/2025 05:00,05/05/2025 06:00,04/05/2025 06:08
763,ad484,r81,05/05/2025 05:00,06/05/2025 00:00,05/05/2025 06:58
764,ad67,r92,06/05/2025 05:00,07/05/2025 05:00,06/05/2025 06:05
765,ad497,r26,02/05/2025 05:00,02/05/2025 19:00,02/05/2025 06:03
766,ad356,r52,01/05/2025 05:00,01/05/2025 22:00,01/05/2025 06:00
767,ad188,r12,04/05/2025 05:00,04/05/2025 10:00,04/05/2025 07:28
768,ad392,r92,07/05/2025 05:00,07/05/2025 13:00,07/05/2025 07:52
769,ad170,r40,09/05/2025 05:00,10/05/2025 10:00,09/05/2025 05:41
770,ad19,r68,06/05/2025 05:00,06/05/2025 23:00,06/05/2025 07:53
771,ad192,r59,01/05/2025 05:00,01/05/2025 23:00,01/05/2025 07:57
772,ad240,r13,02/05/2025 05:00,03/05/2025 11:00,02/05/2025 07:43
773,ad35,r75,01/05/2025 05:00,01/05/2025 22:00,01/05/2025 05:45
774,ad239,r64,10/05/2025 05:00,10/05/2025 11:00,10/05/2025 07:30
775,ad70,r35,03/05/2025 05:00,03/05/2025 15:00,03/05/2025 07:34
776,ad188,r23,06/05/2025 05:00,06/05/2025 20:00,06/05/2025 06:15
777,ad411,r59,01/05/2025 05:00,01/05/2025 11:00,01/05/2025 07:01
778,ad453,r73,02/05/2025 05:00,03/05/2025 01:00,02/05/2025 06:25
779,ad164,r52,02/05/2025 05:00,03/05/2025 02:00,02/05/2025 07:20
780,ad331,r21,10/05/2025 05:00,11/05/2025 00:00,10/05/2025 06:29
781,ad394,r36,02/05/2025 05:00,02/05/2025 16:00,02/05/2025 06:24
782,ad425,r90,08/05/2025 05:00,08/05/2025 19:00,08/05/2025 06:58
783,ad119,r48,09/05/2025 05:00,09/05/2025 20:00,09/05/2025 06:57
784,ad157,r89,08/05/2025 05:00,09/05/2025 04:00,08/05/2025 07:04
785,ad346,r87,05/05/2025 05:00,05/05/2025 14:00,05/05/2025 05:48
786,ad29,r72,03/05/2025 05:00,03/05/2025 18:00,03/05/2025 07:02
787,ad479,r85,05/05/2025 05:00,06/05/2025 10:00,05/05/2025 07:51
788,ad191,r58,09/05/2025 05:00,09/05/2025 21:00,09/05/2025 07:04
789,ad124,r22,11/05/2025 05:00,12/05/2025 06:00,11/05/2025 07:45
790,ad326,r40,11/05/2025 05:00,11/05/2025 16:00,11/05/2025 06:59
791,ad156,r97,09/05/2025 05:00,10/05/2025 02:00,09/05/2025 06:43
792,ad143,r58,07/05/2025 05:00,07/05/2025 21:00,07/05/2025 07:08
793,ad460,r8,05/05/2025 05:00,06/05/2025 08:00,05/05/2025 06:49
794,ad357,r85,10/05/2025 05:00,10/05/2025 10:00,10/05/2025 07:55
795,ad95,r84,01/05/2025 05:00,01/05/2025 15:00,01/05/2025 07:43
796,ad37,r42,11/05/2025 05:00,11/05/2025 20:00,11/05/2025 07:19
797,ad313,r24,01/05/2025 05:00,02/05/2025 05:00,01/05/2025 06:08
798,ad70,r5,03/05/2025 05:00,03/05/2025 12:00,03/05/2025 07:12
799,ad140,r24,02/05/2025 05:00,03/05/2025 10:00,02/05/2025 06:22
800,ad500,r23,05/05/2025 05:00,06/05/2025 00:00,05/05/2025 05:44
801,ad414,r65,11/05/2025 05:00,12/05/2025 03:00,11/05/2025 06:05
802,ad229,r22,05/05/2025 05:00,05/05/2025 20:00,05/05/2025 07:00
803,ad395,r89,02/05/2025 05:00,02/05/2025 19:00,02/05/2025 07:52
804,ad475,r91,05/05/2025 05:00,05/05/2025 12:00,05/05/2025 06:04
805,ad145,r70,08/05/2025 05:00,08/05/2025 23:00,08/05/2025 05:56
806,ad71,r11,01/05/2025 05:00,01/05/2025 20:00,01/05/2025 06:39
807,ad50,r35,03/05/2025 05:00,03/05/2025 12:00,03/05/2025 06:12
808,ad249,r49,06/05/2025 05:00,07/05/2025 10:00,06/05/2025 06:43
809,ad425,r87,11/05/2025 05:00,11/05/2025 17:00,11/05/2025 07:08
810,ad286,r43,10/05/2025 05:00,10/05/2025 17:00,10/05/2025 05:32
811,ad170,r27,06/05/2025 05:00,07/05/2025 00:00,06/05/2025 05:57
812,ad453,r89,11/05/2025 05:00,11/05/2025 17:00,11/05/2025 07:42
813,ad361,r58,04/05/2025 05:00,04/05/2025 13:00,04/05/2025 06:18
814,ad494,r25,03/05/2025 05:00,04/05/2025 08:00,03/05/2025 07:19
815,ad106,r68,05/05/2025 05:00,05/05/2025 22:00,05/05/2025 05:57
816,ad481,r14,07/05/2025 05:00,07/05/2025 23:00,07/05/2025 07:38
817,ad8,r27,03/05/2025 05:00,03/05/2025 10:00,03/05/2025 06:23
818,ad163,r35,08/05/2025 05:00,08/05/2025 20:00,08/05/2025 06:59
819,ad388,r7,09/05/2025 05:00,09/05/2025 15:00,09/05/2025 07:51
820,ad57,r47,11/05/2025 05:00,12/05/2025 05:00,11/05/2025 05:38
821,ad220,r7,04/05/2025 05:00,05/05/2025 09:00,04/05/2025 07:01
822,ad61,r61,01/05/2025 05:00,01/05/2025 20:00,01/05/2025 07:29
823,ad235,r95,02/05/2025 05:00,02/05/2025 17:00,02/05/2025 07:14
824,ad295,r79,07/05/2025 05:00,08/05/2025 10:00,07/05/2025 06:18
825,ad439,r83,03/05/2025 05:00,04/05/2025 11:00,03/05/2025 07:03
826,ad6,r10,11/05/2025 05:00,11/05/2025 18:00,11/05/2025 07:37
827,ad224,r3,03/05/2025 05:00,03/05/2025 18:00,03/05/2025 07:44
828,ad122,r8,09/05/2025 05:00,09/05/2025 19:00,09/05/2025 05:49
829,ad453,r97,11/05/2025 05:00,12/05/2025 04:00,11/05/2025 06:46
830,ad51,r78,05/05/2025 05:00,05/05/2025 22:00,05/05/2025 05:45
831,ad299,r61,05/05/2025 05:00,06/05/2025 08:00,05/05/2025 05:43
832,ad384,r47,05/05/2025 05:00,06/05/2025 07:00,05/05/2025 06:01
833,ad222,r26,05/05/2025 05:00,06/05/2025 09:00,05/05/2025 06:26
834,ad138,r16,01/05/2025 05:00,01/05/2025 17:00,01/05/2025 07:12
835,ad233,r53,04/05/2025 05:00,05/05/2025 06:00,04/05/2025 07:05
836,ad452,r19,04/05/2025 05:00,05/05/2025 03:00,04/05/2025 05:59
837,ad56,r10,08/05/2025 05:00,09/05/2025 02:00,08/05/2025 05:41
838,ad63,r70,10/05/2025 05:00,11/05/2025 02:00,10/05/2025 07:16
839,ad63,r49,11/05/2025 05:00,12/05/2025 11:00,11/05/2025 06:20
840,ad310,r32,04/05/2025 05:00,05/05/2025 02:00,04/05/2025 06:19
841,ad223,r14,06/05/2025 05:00,06/05/2025 15:00,06/05/2025 06:37
842,ad43,r17,10/05/2025 05:00,10/05/2025 15:00,10/05/2025 07:29
843,ad192,r52,06/05/2025 05:00,07/05/2025 11:00,06/05/2025 07:42
844,ad445,r11,03/05/2025 05:00,04/05/2025 01:00,03/05/2025 07:37
845,ad471,r87,05/05/2025 05:00,05/05/2025 15:00,05/05/2025 07:13
846,ad481,r20,11/05/2025 05:00,11/05/2025 11:00,11/05/2025 05:54
847,ad488,r63,04/05/2025 05:00,05/05/2025 10:00,04/05/2025 07:44
848,ad211,r41,02/05/2025 05:00,02/05/2025 20:00,02/05/2025 05:47
849,ad186,r41,03/05/2025 05:00,03/05/2025 22:00,03/05/2025 06:13
850,ad19,r19,07/05/2025 05:00,08/05/2025 09:00,07/05/2025 07:44
851,ad411,r76,03/05/2025 05:00,03/05/2025 21:00,03/05/2025 07:09
852,ad197,r71,11/05/2025 05:00,11/05/2025 22:00,11/05/2025 07:53
853,ad124,r2,11/05/2025 05:00,11/05/2025 11:00,11/05/2025 05:54
854,ad260,r65,03/05/2025 05:00,03/05/2025 19:00,03/05/2025 07:59
855,ad413,r45,03/05/2025 05:00,03/05/2025 09:00,03/05/2025 07:21
856,ad352,r43,10/05/2025 05:00,11/05/2025 06:00,10/05/2025 06:36
857,ad341,r93,04/05/2025 05:00,04/05/2025 14:00,04/05/2025 07:29
858,ad317,r36,02/05/2025 05:00,03/05/2025 11:00,02/05/2025 06:48
859,ad500,r89,03/05/2025 05:00,03/05/2025 16:00,03/05/2025 07:27
860,ad113,r3,08/05/2025 05:00,08/05/2025 23:00,08/05/2025 06:35
861,ad4,r87,09/05/2025 05:00,10/05/2025 11:00,09/05/2025 05:32
862,ad176,r32,03/05/2025 05:00,04/05/2025 01:00,03/05/2025 05:58
863,ad148,r18,10/05/2025 05:00,10/05/2025 22:00,10/05/2025 07:39
864,ad61,r4,08/05/2025 05:00,08/05/2025 14:00,08/05/2025 05:36
865,ad206,r89,07/05/2025 05:00,07/05/2025 17:00,07/05/2025 06:55
866,ad185,r24,06/05/2025 05:00,06/05/2025 11:00,06/05/2025 06:02
867,ad61,r92,09/05/2025 05:00,10/05/2025 02:00,09/05/2025 06:05
868,ad486,r44,02/05/2025 05:00,03/05/2025 04:00,02/05/2025 07:23
869,ad330,r50,01/05/2025 05:00,02/05/2025 08:00,01/05/2025 06:44
870,ad16,r59,05/05/2025 05:00,05/05/2025 16:00,05/05/2025 07:36
871,ad324,r44,11/05/2025 05:00,11/05/2025 12:00,11/05/2025 07:16
872,ad47,r72,10/05/2025 05:00,10/05/2025 12:00,10/05/2025 06:27
873,ad177,r5,05/05/2025 05:00,06/05/2025 04:00,05/05/2025 07:47
874,ad401,r33,01/05/2025 05:00,01/05/2025 22:00,01/05/2025 07:28
875,ad191,r45,05/05/2025 05:00,05/05/2025 20:00,05/05/2025 06:21
876,ad403,r59,09/05/2025 05:00,09/05/2025 17:00,09/05/2025 07:08
877,ad254,r69,06/05/2025 05:00,07/05/2025 02:00,06/05/2025 06:37
878,ad201,r44,05/05/2025 05:00,06/05/2025 03:00,05/05/2025 07:42
879,ad39,r17,10/05/2025 05:00,11/05/2025 04:00,10/05/2025 07:13
880,ad366,r41,09/05/2025 05:00,09/05/2025 19:00,09/05/2025 07:15
881,ad123,r81,08/05/2025 05:00,08/05/2025 20:00,08/05/2025 05:56
882,ad285,r100,07/05/2025 05:00,07/05/2025 09:00,07/05/2025 06:37
883,ad64,r76,11/05/2025 05:00,12/05/2025 11:00,11/05/2025 07:39
884,ad177,r70,09/05/2025 05:00,10/05/2025 04:00,09/05/2025 06:44
885,ad265,r11,03/05/2025 05:00,03/05/2025 18:00,03/05/2025 07:16
886,ad139,r33,06/05/2025 05:00,07/05/2025 01:00,06/05/2025 06:17
887,ad87,r40,09/05/2025 05:00,09/05/2025 21:00,09/05/2025 06:01
888,ad211,r66,09/05/2025 05:00,09/05/2025 14:00,09/05/2025 06:00
889,ad121,r63,06/05/2025 05:00,06/05/2025 12:00,06/05/2025 06:30
890,ad357,r48,02/05/2025 05:00,03/05/2025 08:00,02/05/2025 07:23
891,ad140,r25,04/05/2025 05:00,05/05/2025 08:00,04/05/2025 07:10
892,ad400,r60,02/05/2025 05:00,02/05/2025 21:00,02/05/2025 07:40
893,ad133,r72,06/05/2025 05:00,07/05/2025 09:00,06/05/2025 06:56
894,ad55,r56,03/05/2025 05:00,03/05/2025 13:00,03/05/2025 05:41
895,ad488,r34,05/05/2025 05:00,05/05/2025 10:00,05/05/2025 07:08
896,ad18,r5,03/05/2025 05:00,03/05/2025 20:00,03/05/2025 07:26
897,ad488,r14,01/05/2025 05:00,01/05/2025 15:00,01/05/2025 06:46
898,ad325,r44,03/05/2025 05:00,03/05/2025 20:00,03/05/2025 05:59
899,ad423,r74,02/05/2025 05:00,03/05/2025 06:00,02/05/2025 06:16
900,ad2,r38,11/05/2025 05:00,11/05/2025 09:00,11/05/2025 05:53
901,ad183,r73,06/05/2025 05:00,07/05/2025 11:00,06/05/2025 07:56
902,ad387,r60,02/05/2025 05:00,03/05/2025 05:00,02/05/2025 07:40
903,ad326,r28,08/05/2025 05:00,08/05/2025 22:00,08/05/2025 05:40
904,ad405,r33,01/05/2025 05:00,01/05/2025 11:00,01/05/2025 07:08
905,ad107,r22,07/05/2025 05:00,08/05/2025 11:00,07/05/2025 05:42
906,ad406,r51,01/05/2025 05:00,02/05/2025 02:00,01/05/2025 06:49
907,ad364,r50,01/05/2025 05:00,01/05/2025 16:00,01/05/2025 07:15
908,ad458,r62,07/05/2025 05:00,08/05/2025 05:00,07/05/2025 06:32
909,ad222,r55,09/05/2025 05:00,10/05/2025 06:00,09/05/2025 05:46
910,ad476,r41,01/05/2025 05:00,02/05/2025 10:00,01/05/2025 07:07
911,ad85,r66,06/05/2025 05:00,06/05/2025 22:00,06/05/2025 07:05
912,ad170,r23,10/05/2025 05:00,10/05/2025 14:00,10/05/2025 07:47
913,ad353,r30,05/05/2025 05:00,06/05/2025 05:00,05/05/2025 06:59
914,ad40,r89,11/05/2025 05:00,12/05/2025 10:00,11/05/2025 06:01
915,ad218,r32,01/05/2025 05:00,01/05/2025 13:00,01/05/2025 05:42
916,ad216,r65,05/05/2025 05:00,06/05/2025 09:00,05/05/2025 06:51
917,ad398,r79,10/05/2025 05:00,11/05/2025 10:00,10/05/2025 06:17
918,ad379,r3,02/05/2025 05:00,03/05/2025 09:00,02/05/2025 07:00
919,ad420,r76,06/05/2025 05:00,07/05/2025 00:00,06/05/2025 06:57
920,ad301,r97,04/05/2025 05:00,04/05/2025 21:00,04/05/2025 05:41
921,ad348,r94,10/05/2025 05:00,10/05/2025 15:00,10/05/2025 06:08
922,ad89,r81,04/05/2025 05:00,04/05/2025 18:00,04/05/2025 07:23
923,ad277,r57,04/05/2025 05:00,04/05/2025 16:00,04/05/2025 07:06
924,ad316,r4,06/05/2025 05:00,06/05/2025 15:00,06/05/2025 07:16
925,ad105,r21,08/05/2025 05:00,08/05/2025 13:00,08/05/2025 06:40
926,ad310,r65,02/05/2025 05:00,02/05/2025 23:00,02/05/2025 06:26
927,ad50,r94,02/05/2025 05:00,03/05/2025 10:00,02/05/2025 06:45
928,ad53,r22,11/05/2025 05:00,11/05/2025 20:00,11/05/2025 06:12
929,ad312,r69,02/05/2025 05:00,02/05/2025 12:00,02/05/2025 07:24
930,ad104,r80,11/05/2025 05:00,11/05/2025 19:00,11/05/2025 05:43
931,ad39,r45,09/05/2025 05:00,09/05/2025 13:00,09/05/2025 06:30
932,ad377,r96,01/05/2025 05:00,02/05/2025 07:00,01/05/2025 05:58
933,ad51,r96,05/05/2025 05:00,05/05/2025 13:00,05/05/2025 07:44
934,ad252,r94,08/05/2025 05:00,09/05/2025 10:00,08/05/2025 06:44
935,ad202,r29,07/05/2025 05:00,08/05/2025 03:00,07/05/2025 07:13
936,ad203,r3,08/05/2025 05:00,08/05/2025 09:00,08/05/2025 06:57
937,ad351,r27,03/05/2025 05:00,04/05/2025 05:00,03/05/2025 06:07
938,ad322,r77,01/05/2025 05:00,02/05/2025 00:00,01/05/2025 06:08
939,ad423,r2,01/05/2025 05:00,02/05/2025 04:00,01/05/2025 07:37
940,ad333,r90,03/05/2025 05:00,04/05/2025 09:00,03/05/2025 05:48
941,ad425,r95,03/05/2025 05:00,04/05/2025 08:00,03/05/2025 06:41
942,ad361,r64,03/05/2025 05:00,03/05/2025 10:00,03/05/2025 07:54
943,ad327,r85,05/05/2025 05:00,05/05/2025 11:00,05/05/2025 05:58
944,ad13,r93,04/05/2025 05:00,05/05/2025 00:00,04/05/2025 06:08
945,ad221,r26,05/05/2025 05:00,05/05/2025 16:00,05/05/2025 07:51
946,ad120,r75,08/05/2025 05:00,08/05/2025 14:00,08/05/2025 05:35
947,ad463,r60,11/05/2025 05:00,11/05/2025 19:00,11/05/2025 05:31
948,ad437,r34,09/05/2025 05:00,10/05/2025 10:00,09/05/2025 05:52
949,ad45,r63,03/05/2025 05:00,04/05/2025 07:00,03/05/2025 06:47
950,ad358,r49,04/05/2025 05:00,05/05/2025 08:00,04/05/2025 07:32
951,ad204,r43,10/05/2025 05:00,10/05/2025 13:00,10/05/2025 07:32
952,ad96,r83,06/05/2025 05:00,06/05/2025 18:00,06/05/2025 06:42
953,ad218,r16,04/05/2025 05:00,05/05/2025 11:00,04/05/2025 05:31
954,ad458,r50,08/05/2025 05:00,09/05/2025 08:00,08/05/2025 06:05
955,ad261,r73,09/05/2025 05:00,09/05/2025 16:00,09/05/2025 06:03
956,ad410,r76,09/05/2025 05:00,10/05/2025 04:00,09/05/2025 05:55
957,ad443,r53,03/05/2025 05:00,04/05/2025 10:00,03/05/2025 06:14
958,ad428,r2,10/05/2025 05:00,10/05/2025 12:00,10/05/2025 05:59
959,ad344,r50,07/05/2025 05:00,07/05/2025 12:00,07/05/2025 05:43
960,ad151,r82,11/05/2025 05:00,12/05/2025 05:00,11/05/2025 05:44
961,ad219,r43,08/05/2025 05:00,08/05/2025 14:00,08/05/2025 06:13
962,ad227,r84,03/05/2025 05:00,04/05/2025 08:00,03/05/2025 06:21
963,ad129,r56,08/05/2025 05:00,08/05/2025 23:00,08/05/2025 07:51
964,ad365,r34,11/05/2025 05:00,11/05/2025 17:00,11/05/2025 05:45
965,ad317,r51,10/05/2025 05:00,10/05/2025 12:00,10/05/2025 06:29
966,ad53,r72,02/05/2025 05:00,02/05/2025 18:00,02/05/2025 05:55
967,ad303,r37,02/05/2025 05:00,02/05/2025 17:00,02/05/2025 06:54
968,ad386,r45,02/05/2025 05:00,02/05/2025 09:00,02/05/2025 07:15
969,ad469,r91,06/05/2025 05:00,07/05/2025 11:00,06/05/2025 07:57
970,ad250,r95,07/05/2025 05:00,08/05/2025 01:00,07/05/2025 06:32
971,ad17,r54,04/05/2025 05:00,04/05/2025 14:00,04/05/2025 07:25
972,ad472,r63,08/05/2025 05:00,08/05/2025 22:00,08/05/2025 06:22
973,ad192,r27,05/05/2025 05:00,05/05/2025 22:00,05/05/2025 07:38
974,ad311,r91,04/05/2025 05:00,05/05/2025 00:00,04/05/2025 06:41
975,ad490,r90,10/05/2025 05:00,11/05/2025 05:00,10/05/2025 06:02
976,ad190,r66,09/05/2025 05:00,10/05/2025 07:00,09/05/2025 07:00
977,ad440,r50,10/05/2025 05:00,11/05/2025 11:00,10/05/2025 06:32
978,ad113,r3,03/05/2025 05:00,04/05/2025 03:00,03/05/2025 06:48
979,ad266,r21,07/05/2025 05:00,08/05/2025 08:00,07/05/2025 05:35
980,ad77,r84,02/05/2025 05:00,02/05/2025 17:00,02/05/2025 07:19
981,ad206,r85,01/05/2025 05:00,01/05/2025 10:00,01/05/2025 05:53
982,ad299,r91,11/05/2025 05:00,11/05/2025 17:00,11/05/2025 05:59
983,ad443,r39,08/05/2025 05:00,08/05/2025 16:00,08/05/2025 07:22
984,ad235,r8,06/05/2025 05:00,07/05/2025 01:00,06/05/2025 05:31
985,ad404,r79,06/05/2025 05:00,06/05/2025 12:00,06/05/2025 05:47
986,ad58,r84,09/05/2025 05:00,10/05/2025 08:00,09/05/2025 05:48
987,ad54,r14,05/05/2025 05:00,05/05/2025 13:00,05/05/2025 05:52
988,ad39,r69,08/05/2025 05:00,09/05/2025 05:00,08/05/2025 06:33
989,ad145,r58,03/05/2025 05:00,03/05/2025 11:00,03/05/2025 06:41
990,ad319,r45,10/05/2025 05:00,11/05/2025 08:00,10/05/2025 06:14
991,ad296,r89,09/05/2025 05:00,09/05/2025 18:00,09/05/2025 06:12
992,ad316,r88,08/05/2025 05:00,09/05/2025 05:00,08/05/2025 06:51
993,ad482,r91,06/05/2025 05:00,07/05/2025 11:00,06/05/2025 06:58
994,ad398,r19,05/05/2025 05:00,05/05/2025 09:00,05/05/2025 05:49
995,ad2,r43,07/05/2025 05:00,08/05/2025 01:00,07/05/2025 06:32
