Address_ID,Address,Number,Neighborhood,City,Latitude,Longitude,PostalCode
ad619,Travessa Paraíso,2324,Bela Vista,Salvador,-12.970518,-38.459364,46685902
ad620,Travessa Horizonte,4477,Liberdade,Curitiba,-25.38762,-49.302193,13020001
ad621,Estrada Flores,5074,Bela Vista,Recife,-8.092573,-34.903517,58764572
ad622,Av. Oliveiras,6677,Centro,Campinas,-22.905551,-47.089322,03977725
ad623,Av. Paraíso,3513,Vila Madalena,Curitiba,-25.393028,-49.276203,76374394
ad624,Travessa Flores,9253,Mooca,Recife,-8.045582,-34.921578,17730839
ad625,Travessa Oliveiras,6565,Jardim América,Recife,-8.024054,-34.884864,16226099
ad626,Rua Oliveiras,6171,Boa Viagem,Campinas,-22.867954,-47.072136,75232904
ad627,Av. Cedros,7314,Mooca,Salvador,-13.021875,-38.512051,94044615
ad628,Rua Lavandas,7874,Bela Vista,Belo Horizonte,-19.931871,-43.94823,67060585
ad629,Travessa Jardins,6014,Jardim América,Salvador,-12.963159,-38.534353,80317210
ad630,Av. Ipês,7838,Mooca,Recife,-8.08664,-34.833013,09136289
ad631,Av. Paraíso,378,Ipanema,Goiânia,-16.642935,-49.217202,68484883
ad632,Travessa Alecrins,390,Copacabana,São Paulo,-23.511287,-46.615853,70222316
ad633,Estrada Horizonte,2623,Ipanema,Campinas,-22.861136,-47.05114,85733218
ad634,Travessa Acácias,135,Mooca,Rio de Janeiro,-22.904582,-43.209617,52109712
ad635,Estrada Alecrins,3210,Ipanema,Porto Alegre,-30.000436,-51.187316,83296726
ad636,Rua Orquídeas,7981,Vila Madalena,Campinas,-22.92189,-47.083614,68964365
ad637,Av. Paraíso,2790,Ipanema,Porto Alegre,-30.014253,-51.265328,78895494
ad638,Av. Orquídeas,1745,Centro,Recife,-8.039182,-34.912946,45277565
ad639,Av. Alecrins,3787,Copacabana,Fortaleza,-3.724526,-38.562058,96971603
ad640,Estrada Ipês,1755,Vila Madalena,São Paulo,-23.524712,-46.66262,18137704
ad641,Rua Alecrins,4592,Mooca,São Paulo,-23.520301,-46.618128,84986302
ad642,Estrada Palmeiras,1972,Bela Vista,São Paulo,-23.546552,-46.68114,31959543
ad643,Rua Alecrins,2088,Ipanema,Rio de Janeiro,-22.898011,-43.162147,35808808
ad644,Estrada Limoeiros,8908,Liberdade,Belo Horizonte,-19.908279,-43.98364,81460450
ad645,Estrada Paraíso,6266,Copacabana,Belo Horizonte,-19.926215,-43.956623,45952907
ad646,Av. Jardins,4803,Bela Vista,Campinas,-22.937844,-47.03166,42247415
ad647,Av. Oliveiras,2460,Ipanema,Fortaleza,-3.774494,-38.513356,47710514
ad648,Av. Orquídeas,7134,Jardim América,Goiânia,-16.692429,-49.266135,47376269
ad649,Rua Orquídeas,4063,Centro,Salvador,-12.969588,-38.511797,43591820
ad650,Rua Paineiras,8890,Bela Vista,São Paulo,-23.544729,-46.665783,77375282
ad651,Rua Alecrins,5071,Mooca,Campinas,-22.857623,-47.059102,49593346
ad652,Travessa Lavandas,6056,Ipanema,Fortaleza,-3.717866,-38.521832,73148411
ad653,Rua Jardins,7741,Centro,Recife,-8.03669,-34.833861,98400528
ad654,Av. Palmeiras,3456,Boa Viagem,Belo Horizonte,-19.892262,-43.904977,17298069
ad655,Travessa Alecrins,2511,Boa Viagem,Belo Horizonte,-19.962338,-43.983967,16376841
ad656,Travessa Ipês,7097,Copacabana,Rio de Janeiro,-22.942057,-43.144492,00662968
ad657,Travessa Lavandas,7343,Mooca,Goiânia,-16.690849,-49.300008,44372560
ad658,Av. Oliveiras,8889,Ipanema,São Paulo,-23.576285,-46.620577,20634095
ad659,Estrada Acácias,7253,Vila Madalena,Rio de Janeiro,-22.941746,-43.214659,24459361
ad660,Av. Acácias,8921,Bela Vista,São Paulo,-23.564558,-46.626215,71785566
ad661,Rua Orquídeas,3339,Mooca,São Paulo,-23.520508,-46.60626,09614510
ad662,Estrada Limoeiros,3144,Jardim América,Recife,-8.024711,-34.896018,34080203
ad663,Rua Flores,2650,Vila Madalena,Curitiba,-25.402611,-49.237142,02740944
ad664,Av. Flores,1188,Mooca,Recife,-8.042372,-34.925012,21849412
ad665,Rua Ipês,4355,Jardim América,Curitiba,-25.458348,-49.305728,93799284
ad666,Rua Oliveiras,703,Ipanema,Fortaleza,-3.779199,-38.537842,17585814
ad667,Estrada Paineiras,48,Ipanema,Salvador,-12.980424,-38.495921,12367153
ad668,Av. Limoeiros,4646,Ipanema,Belo Horizonte,-19.921851,-43.935308,57010507
ad669,Estrada Alecrins,8279,Ipanema,Fortaleza,-3.692581,-38.479892,27964894
ad670,Rua Paraíso,93,Bela Vista,São Paulo,-23.581899,-46.604187,81397460
ad671,Travessa Cedros,4954,Ipanema,São Paulo,-23.500889,-46.645601,23584189
ad672,Av. Palmeiras,9594,Mooca,São Paulo,-23.574149,-46.640997,99199992
ad673,Av. Margaridas,5824,Jardim América,Goiânia,-16.724201,-49.264675,35227565
ad674,Estrada Acácias,1444,Copacabana,Recife,-8.067785,-34.917371,34144582
ad675,Estrada Ipês,4716,Liberdade,Salvador,-12.982083,-38.487092,68374293
ad676,Travessa Jardins,4182,Guaianases,Recife,-8.003216,-34.904158,92276847
ad677,Travessa Ipês,430,Liberdade,Fortaleza,-3.715378,-38.576344,93996338
ad678,Estrada Primaveras,965,Vila Madalena,São Paulo,-23.567225,-46.610113,97907889
ad679,Av. Primaveras,7111,Boa Viagem,Goiânia,-16.674649,-49.236023,73487326
ad680,Estrada Margaridas,3707,Mooca,Porto Alegre,-30.015277,-51.228725,14465272
ad681,Estrada Paraíso,7512,Centro,Curitiba,-25.409913,-49.280606,75950385
ad682,Av. Horizonte,473,Guaianases,Campinas,-22.914993,-47.09201,71046171
ad683,Av. Palmeiras,5057,Ipanema,Salvador,-12.991541,-38.462476,38931645
ad684,Av. Flores,740,Jardim América,Goiânia,-16.706615,-49.307753,37365165
ad685,Estrada Alecrins,6453,Bela Vista,Belo Horizonte,-19.920044,-43.970574,92620276
ad686,Av. Oliveiras,3823,Centro,Campinas,-22.86193,-47.098094,36414779
ad687,Estrada Paineiras,7701,Boa Viagem,Curitiba,-25.433398,-49.270026,19388366
ad688,Estrada Jardins,3967,Boa Viagem,São Paulo,-23.54694,-46.630641,82882987
ad689,Av. Ipês,6846,Copacabana,São Paulo,-23.552015,-46.649839,84225609
ad690,Rua Horizonte,3080,Centro,Curitiba,-25.381709,-49.229635,66155497
ad691,Rua Paineiras,4080,Copacabana,Rio de Janeiro,-22.885452,-43.124152,88111317
ad692,Estrada Lavandas,8035,Mooca,Salvador,-12.950811,-38.479326,22128592
ad693,Rua Paineiras,3244,Mooca,Rio de Janeiro,-22.955734,-43.127659,31912011
ad694,Rua Cedros,7190,Centro,Recife,-8.088613,-34.902817,14081942
ad695,Estrada Limoeiros,9473,Guaianases,Belo Horizonte,-19.938713,-43.984417,10559608
ad696,Travessa Primaveras,5343,Jardim América,Recife,-8.075165,-34.859955,18816003
ad697,Estrada Jardins,7707,Mooca,Campinas,-22.863222,-47.080635,40477868
ad698,Travessa Limoeiros,9831,Mooca,Belo Horizonte,-19.881952,-43.937967,24536770
ad699,Rua Limoeiros,2719,Boa Viagem,Goiânia,-16.676087,-49.312251,88873941
ad700,Estrada Paineiras,1554,Copacabana,Curitiba,-25.424224,-49.293709,41714033
ad701,Av. Limoeiros,4409,Copacabana,São Paulo,-23.523843,-46.660706,37437367
ad702,Av. Paraíso,6342,Boa Viagem,Recife,-8.033916,-34.862234,85499727
ad703,Av. Alecrins,199,Mooca,Salvador,-13.026708,-38.548471,48614824
ad704,Estrada Jardins,1414,Jardim América,Campinas,-22.913648,-47.080041,49344977
ad705,Av. Primaveras,112,Ipanema,Rio de Janeiro,-22.890299,-43.167912,91519406
ad706,Estrada Oliveiras,1843,Ipanema,Belo Horizonte,-19.94031,-43.934249,92132790
ad707,Rua Alecrins,4276,Liberdade,Recife,-8.000785,-34.833695,62657425
ad708,Travessa Cedros,829,Boa Viagem,Belo Horizonte,-19.925429,-43.927731,55299827
ad709,Estrada Orquídeas,4724,Centro,Fortaleza,-3.718226,-38.508214,58642583
ad710,Av. Jardins,2250,Ipanema,Campinas,-22.876619,-47.04412,82177663
ad711,Estrada Limoeiros,1763,Liberdade,Salvador,-12.982436,-38.498871,37552521
ad712,Av. Paraíso,1988,Vila Madalena,Curitiba,-25.412895,-49.217796,72908683
ad713,Estrada Alecrins,8864,Liberdade,Salvador,-12.966667,-38.455038,89840695
ad714,Rua Lavandas,2656,Bela Vista,Porto Alegre,-29.996069,-51.226989,72365339
ad715,Estrada Cedros,9343,Guaianases,Campinas,-22.898034,-47.043929,31056747
ad716,Travessa Lavandas,4825,Mooca,Fortaleza,-3.734668,-38.495199,83261999
ad717,Rua Flores,7485,Boa Viagem,Curitiba,-25.438032,-49.238535,29651432
ad718,Estrada Oliveiras,853,Jardim América,Rio de Janeiro,-22.949434,-43.158593,68163888
ad719,Estrada Limoeiros,7490,Mooca,Recife,-8.019698,-34.866556,34021715
ad720,Av. Palmeiras,8246,Guaianases,Fortaleza,-3.771311,-38.506059,75929680
ad721,Travessa Flores,3248,Bela Vista,Salvador,-12.931623,-38.468287,08350545
ad722,Av. Orquídeas,4526,Mooca,Salvador,-12.931505,-38.480982,42442753
ad723,Travessa Primaveras,9235,Copacabana,Goiânia,-16.640999,-49.217091,25258407
ad724,Rua Ipês,141,Boa Viagem,Porto Alegre,-30.006342,-51.195163,29443800
ad725,Estrada Limoeiros,6449,Vila Madalena,Belo Horizonte,-19.933489,-43.923571,34264527
ad726,Av. Lavandas,8557,Centro,Recife,-8.042169,-34.890722,89232910
ad727,Travessa Paraíso,1132,Mooca,Fortaleza,-3.739687,-38.504712,17887222
ad728,Travessa Palmeiras,2356,Jardim América,Fortaleza,-3.703422,-38.483668,48821787
ad729,Rua Horizonte,3911,Copacabana,Curitiba,-25.463678,-49.265381,98409962
ad730,Rua Ipês,9854,Bela Vista,Campinas,-22.934285,-47.051239,20887024
ad731,Estrada Oliveiras,8159,Liberdade,Salvador,-12.970778,-38.456373,56204972
ad732,Travessa Flores,3890,Guaianases,Salvador,-13.003516,-38.468388,93504005
ad733,Estrada Palmeiras,4959,Mooca,Belo Horizonte,-19.92089,-43.943676,12315503
ad734,Estrada Primaveras,4350,Liberdade,Porto Alegre,-30.004375,-51.247242,58001578
ad735,Av. Flores,4409,Vila Madalena,Rio de Janeiro,-22.88875,-43.215423,22310728
ad736,Estrada Ipês,1783,Boa Viagem,Porto Alegre,-30.008412,-51.222883,67488703
ad737,Travessa Margaridas,8677,Liberdade,Salvador,-13.020217,-38.529386,14582293
ad738,Travessa Horizonte,6302,Vila Madalena,Curitiba,-25.439472,-49.224485,91734781
ad739,Estrada Orquídeas,5797,Jardim América,Salvador,-12.936274,-38.498193,76218830
ad740,Av. Margaridas,6945,Vila Madalena,Recife,-8.07916,-34.862433,19608813
ad741,Travessa Paraíso,1463,Copacabana,São Paulo,-23.550999,-46.643175,43176847
ad742,Travessa Lavandas,1632,Bela Vista,Campinas,-22.93432,-47.028573,68693870
ad743,Rua Margaridas,1799,Ipanema,Salvador,-12.973636,-38.474158,58729765
ad744,Travessa Oliveiras,1770,Vila Madalena,Porto Alegre,-30.054791,-51.1922,69380733
ad745,Av. Primaveras,229,Copacabana,Belo Horizonte,-19.916476,-43.948549,14532040
ad746,Estrada Cedros,465,Bela Vista,Rio de Janeiro,-22.908029,-43.138574,45395993
ad747,Estrada Lavandas,4745,Liberdade,São Paulo,-23.549303,-46.639912,14743888
ad748,Estrada Palmeiras,1761,Ipanema,Porto Alegre,-30.038946,-51.1996,13860808
ad749,Travessa Horizonte,9636,Bela Vista,Salvador,-13.027048,-38.509508,29210769
ad750,Estrada Paraíso,3129,Jardim América,Salvador,-12.957724,-38.54828,02325015
ad751,Rua Alecrins,8212,Centro,Curitiba,-25.383693,-49.219349,21234676
ad752,Av. Margaridas,218,Bela Vista,Salvador,-12.973667,-38.509698,31401498
ad753,Estrada Palmeiras,2660,Jardim América,Goiânia,-16.728522,-49.296435,88917988
ad754,Travessa Acácias,1461,Guaianases,Belo Horizonte,-19.908308,-43.950792,38703244
ad755,Travessa Paineiras,9144,Centro,São Paulo,-23.558034,-46.628307,45860230
ad756,Rua Primaveras,7410,Ipanema,Recife,-7.999334,-34.914236,65191410
ad757,Av. Margaridas,4854,Jardim América,Recife,-8.09073,-34.852822,57343157
ad758,Travessa Margaridas,2179,Jardim América,Fortaleza,-3.722574,-38.529499,52687415
ad759,Travessa Paineiras,9461,Ipanema,Fortaleza,-3.706863,-38.572501,07350412
ad760,Rua Paraíso,192,Boa Viagem,Campinas,-22.879381,-47.090806,07080403
ad761,Rua Oliveiras,6482,Bela Vista,Salvador,-12.985891,-38.488017,23852686
ad762,Travessa Primaveras,4552,Ipanema,São Paulo,-23.54186,-46.589304,94630990
ad763,Rua Oliveiras,1524,Liberdade,Rio de Janeiro,-22.874148,-43.124043,55934102
ad764,Travessa Acácias,2897,Guaianases,Campinas,-22.905084,-47.092537,23417915
ad765,Travessa Paraíso,1883,Jardim América,Goiânia,-16.715143,-49.295471,92799653
ad766,Travessa Limoeiros,3242,Vila Madalena,Fortaleza,-3.774902,-38.557703,60215312
ad767,Travessa Flores,1554,Mooca,Salvador,-12.945411,-38.493351,19463364
ad768,Rua Primaveras,8324,Ipanema,Salvador,-12.989846,-38.488552,58564166
ad769,Av. Palmeiras,879,Copacabana,Salvador,-12.945249,-38.473781,88774080
ad770,Estrada Primaveras,2157,Mooca,Recife,-8.044756,-34.872612,95924138
ad771,Rua Oliveiras,2247,Copacabana,Campinas,-22.92246,-47.032231,16982492
ad772,Rua Jardins,2702,Mooca,Belo Horizonte,-19.903301,-43.980669,52623538
ad773,Rua Acácias,3373,Jardim América,Goiânia,-16.641417,-49.249779,26864050
ad774,Travessa Oliveiras,2328,Mooca,Salvador,-13.01053,-38.454935,29570691
ad775,Travessa Ipês,4312,Centro,Curitiba,-25.458899,-49.227153,98285970
ad776,Rua Lavandas,8816,Vila Madalena,Curitiba,-25.419187,-49.303647,61596400
ad777,Av. Oliveiras,140,Ipanema,Curitiba,-25.438523,-49.234042,52227210
ad778,Av. Acácias,3879,Guaianases,Fortaleza,-3.719029,-38.517137,80157162
ad779,Estrada Acácias,3751,Centro,Porto Alegre,-30.000996,-51.219555,03199413
ad780,Estrada Horizonte,9099,Ipanema,Porto Alegre,-30.018557,-51.199551,07403401
ad781,Rua Horizonte,7447,Centro,Fortaleza,-3.701604,-38.562009,25335212
ad782,Estrada Palmeiras,8158,Vila Madalena,Recife,-7.999399,-34.870041,53427005
ad783,Estrada Primaveras,8239,Bela Vista,Salvador,-12.942916,-38.545595,62888689
ad784,Estrada Orquídeas,1725,Copacabana,Fortaleza,-3.706892,-38.551839,55236301
ad785,Travessa Alecrins,3970,Jardim América,Salvador,-12.952844,-38.455265,21096830
ad786,Estrada Orquídeas,2442,Centro,Goiânia,-16.670326,-49.277765,12534883
ad787,Av. Flores,4280,Copacabana,Campinas,-22.916182,-47.013295,93443439
ad788,Av. Flores,8642,Mooca,Curitiba,-25.441994,-49.280074,85199139
ad789,Av. Paineiras,4922,Guaianases,Salvador,-12.981987,-38.498863,64089382
ad790,Travessa Cedros,1854,Guaianases,Belo Horizonte,-19.886321,-43.884754,52248777
ad791,Travessa Horizonte,873,Liberdade,Curitiba,-25.478433,-49.302489,19258543
ad792,Travessa Lavandas,2419,Centro,Salvador,-13.006536,-38.462685,34852747
ad793,Travessa Acácias,5576,Mooca,Goiânia,-16.686301,-49.284929,62296158
ad794,Rua Horizonte,2317,Copacabana,Salvador,-12.976247,-38.484983,88373513
ad795,Rua Horizonte,3281,Centro,Curitiba,-25.41854,-49.306016,90169278
ad796,Rua Acácias,4653,Centro,Curitiba,-25.473244,-49.287388,30638357
ad797,Rua Lavandas,8857,Mooca,Curitiba,-25.452312,-49.271225,35759756
ad798,Rua Primaveras,8164,Jardim América,Recife,-8.01635,-34.850779,61149450
ad799,Av. Acácias,1026,Centro,Porto Alegre,-30.024724,-51.19831,01256949
ad800,Av. Horizonte,9158,Centro,Rio de Janeiro,-22.909704,-43.184993,98519957
ad801,Av. Cedros,3429,Ipanema,Belo Horizonte,-19.875998,-43.932487,66936208
ad802,Travessa Orquídeas,5114,Liberdade,Rio de Janeiro,-22.897965,-43.151794,74777134
ad803,Av. Flores,2008,Guaianases,Belo Horizonte,-19.954955,-43.8977,36297451
ad804,Estrada Acácias,8396,Copacabana,Recife,-8.053278,-34.92589,46404254
ad805,Travessa Acácias,2781,Bela Vista,Porto Alegre,-30.034358,-51.243229,58429617
ad806,Estrada Primaveras,7929,Copacabana,Belo Horizonte,-19.962326,-43.913713,22825678
ad807,Estrada Palmeiras,41,Ipanema,Recife,-8.026622,-34.917519,89424807
ad808,Av. Lavandas,4592,Bela Vista,Belo Horizonte,-19.957104,-43.932711,99479016
ad809,Estrada Ipês,1451,Copacabana,Porto Alegre,-30.081753,-51.236676,28291923
ad810,Rua Primaveras,7752,Vila Madalena,Porto Alegre,-30.019343,-51.184282,47707445
ad811,Travessa Lavandas,4798,Ipanema,Salvador,-12.945768,-38.509371,90208076
ad812,Estrada Lavandas,2616,Ipanema,Salvador,-12.94329,-38.53826,42445745
ad813,Travessa Paineiras,8525,Jardim América,Recife,-8.066518,-34.900591,21803905
ad814,Travessa Jardins,2008,Jardim América,Recife,-8.013804,-34.857705,20108721
ad815,Travessa Limoeiros,5368,Bela Vista,Porto Alegre,-30.031205,-51.200848,72983697
ad816,Av. Primaveras,3311,Copacabana,Campinas,-22.91622,-47.082655,70355932
ad817,Travessa Orquídeas,570,Boa Viagem,Fortaleza,-3.738811,-38.522255,44697212
ad818,Estrada Primaveras,9828,Vila Madalena,Goiânia,-16.680469,-49.305699,99678913
ad819,Travessa Ipês,1705,Ipanema,Rio de Janeiro,-22.883547,-43.195946,01427413
ad820,Rua Acácias,4701,Ipanema,Campinas,-22.89123,-47.071454,87482112
ad821,Travessa Limoeiros,4840,Copacabana,Curitiba,-25.470599,-49.240536,95766048
ad822,Travessa Lavandas,7957,Mooca,Rio de Janeiro,-22.880267,-43.163853,84363715
ad823,Rua Alecrins,9491,Jardim América,Curitiba,-25.469996,-49.294927,29246779
ad824,Travessa Oliveiras,9342,Ipanema,Recife,-8.064619,-34.863891,28554165
ad825,Estrada Orquídeas,4357,Liberdade,Goiânia,-16.720804,-49.300606,42695646
ad826,Travessa Horizonte,6085,Copacabana,Belo Horizonte,-19.915679,-43.964561,29175822
ad827,Rua Cedros,2674,Liberdade,Recife,-8.042459,-34.856397,58810003
ad828,Av. Jardins,4001,Mooca,Goiânia,-16.667623,-49.309441,40684789
ad829,Estrada Paraíso,5714,Liberdade,Curitiba,-25.379318,-49.313622,87215561
ad830,Av. Margaridas,2881,Centro,Salvador,-12.938749,-38.470244,15098138
ad831,Travessa Alecrins,2989,Liberdade,Belo Horizonte,-19.941416,-43.902175,41009621
ad832,Rua Acácias,8155,Bela Vista,Campinas,-22.945727,-47.073256,57462587
ad833,Estrada Lavandas,1943,Guaianases,São Paulo,-23.536109,-46.606102,55234477
ad834,Estrada Ipês,3653,Copacabana,Curitiba,-25.413725,-49.221582,41007785
ad835,Travessa Paineiras,9713,Centro,Curitiba,-25.400159,-49.227864,26810695
ad836,Travessa Jardins,5713,Liberdade,Salvador,-12.982393,-38.499778,40983574
ad837,Rua Alecrins,4997,Liberdade,Recife,-7.998109,-34.917439,87240162
ad838,Estrada Lavandas,1845,Guaianases,Curitiba,-25.459446,-49.249943,16280596
ad839,Rua Oliveiras,8289,Bela Vista,Goiânia,-16.719118,-49.230472,37913107
ad840,Travessa Cedros,9057,Liberdade,Campinas,-22.940168,-47.083412,43810092
ad841,Av. Margaridas,2898,Centro,Porto Alegre,-30.010566,-51.237423,21785900
ad842,Travessa Jardins,8115,Boa Viagem,Rio de Janeiro,-22.880893,-43.165986,80449058
ad843,Estrada Orquídeas,4832,Mooca,Fortaleza,-3.687336,-38.554532,99262547
ad844,Rua Paraíso,9831,Centro,Belo Horizonte,-19.868485,-43.927252,97239501
ad845,Travessa Primaveras,4174,Vila Madalena,Curitiba,-25.411516,-49.246015,59207740
ad846,Travessa Flores,5350,Copacabana,Porto Alegre,-30.081683,-51.168551,84621095
ad847,Estrada Flores,854,Liberdade,Belo Horizonte,-19.965063,-43.907778,42875673
ad848,Estrada Jardins,2391,Vila Madalena,Belo Horizonte,-19.955837,-43.888422,48040303
ad849,Estrada Flores,6968,Jardim América,São Paulo,-23.570711,-46.621575,69519502
ad850,Travessa Cedros,5387,Boa Viagem,Rio de Janeiro,-22.899453,-43.16769,10970982
ad851,Estrada Palmeiras,8440,Centro,Belo Horizonte,-19.924764,-43.984299,61601010
ad852,Av. Acácias,5196,Jardim América,Campinas,-22.882528,-47.060067,70959893
ad853,Estrada Oliveiras,7113,Liberdade,Curitiba,-25.401837,-49.218501,41959441
ad854,Rua Paraíso,4230,Bela Vista,Goiânia,-16.731364,-49.226756,99102171
ad855,Estrada Lavandas,4798,Vila Madalena,Salvador,-12.957621,-38.456772,59847112
ad856,Travessa Jardins,2684,Bela Vista,Porto Alegre,-30.078384,-51.200078,75147240
ad857,Rua Flores,6152,Liberdade,Belo Horizonte,-19.909692,-43.888948,21810615
ad858,Av. Acácias,9623,Bela Vista,Belo Horizonte,-19.88257,-43.893163,50228240
ad859,Rua Lavandas,72,Copacabana,Rio de Janeiro,-22.953085,-43.180428,79585633
ad860,Travessa Paraíso,4647,Mooca,Recife,-8.043194,-34.883502,53738456
ad861,Travessa Lavandas,7426,Guaianases,Belo Horizonte,-19.94119,-43.977611,80857951
ad862,Travessa Acácias,5577,Boa Viagem,Campinas,-22.909294,-47.108348,15293335
ad863,Estrada Acácias,2478,Boa Viagem,Campinas,-22.936858,-47.087584,79667260
ad864,Rua Acácias,2788,Centro,Rio de Janeiro,-22.908081,-43.183182,67806970
ad865,Av. Palmeiras,7075,Jardim América,Salvador,-13.015382,-38.531235,12200788
ad866,Rua Paineiras,3778,Guaianases,Belo Horizonte,-19.884193,-43.917398,91885287
ad867,Av. Primaveras,9656,Mooca,Campinas,-22.890881,-47.085401,32375862
ad868,Rua Limoeiros,6265,Mooca,Goiânia,-16.687341,-49.215068,73907608
ad869,Av. Oliveiras,1589,Vila Madalena,Campinas,-22.931304,-47.081958,28529199
ad870,Av. Horizonte,1680,Vila Madalena,Recife,-8.075797,-34.869444,19235507
ad871,Estrada Paineiras,9663,Copacabana,Fortaleza,-3.722434,-38.497626,66298273
ad872,Estrada Paineiras,877,Ipanema,Campinas,-22.875398,-47.047242,36600240
ad873,Av. Margaridas,1087,Guaianases,Goiânia,-16.637584,-49.227203,96585305
ad874,Travessa Ipês,2284,Bela Vista,Goiânia,-16.700222,-49.306003,95509412
ad875,Travessa Alecrins,6140,Boa Viagem,Porto Alegre,-30.031576,-51.214941,96860213
ad876,Estrada Flores,1752,Vila Madalena,Belo Horizonte,-19.95059,-43.928455,94004045
ad877,Av. Flores,5113,Centro,Goiânia,-16.66329,-49.291349,97495768
ad878,Rua Limoeiros,1875,Copacabana,Recife,-8.077916,-34.887143,31874608
ad879,Av. Primaveras,2055,Liberdade,Rio de Janeiro,-22.911742,-43.170647,37019789
ad880,Rua Flores,9862,Guaianases,Fortaleza,-3.767952,-38.525876,84925923
ad881,Av. Cedros,4801,Guaianases,Campinas,-22.889064,-47.066567,70909646
ad882,Rua Jardins,7844,Liberdade,São Paulo,-23.59889,-46.651742,22134975
ad883,Rua Flores,8475,Vila Madalena,Goiânia,-16.677378,-49.271967,99447109
ad884,Rua Horizonte,7232,Vila Madalena,Belo Horizonte,-19.934747,-43.89528,76907927
ad885,Rua Alecrins,4784,Ipanema,Recife,-8.031102,-34.905809,97614259
ad886,Av. Flores,548,Mooca,Recife,-8.003027,-34.837283,63419933
ad887,Av. Acácias,9660,Mooca,Fortaleza,-3.732711,-38.513015,76063091
ad888,Estrada Paineiras,3056,Vila Madalena,Goiânia,-16.733274,-49.302246,43431930
ad889,Rua Oliveiras,3075,Guaianases,Rio de Janeiro,-22.87001,-43.184265,36675203
ad890,Av. Alecrins,1962,Liberdade,Fortaleza,-3.707468,-38.503322,11073787
ad891,Rua Acácias,4582,Bela Vista,Rio de Janeiro,-22.870148,-43.152213,22430203
ad892,Travessa Margaridas,988,Jardim América,Porto Alegre,-30.003188,-51.23781,19880682
ad893,Rua Margaridas,7990,Mooca,Recife,-8.048022,-34.899016,75734293
ad894,Rua Lavandas,4946,Copacabana,São Paulo,-23.545692,-46.586481,52747894
ad895,Travessa Orquídeas,7162,Centro,Belo Horizonte,-19.912083,-43.957205,95912545
ad896,Travessa Orquídeas,293,Vila Madalena,Curitiba,-25.413647,-49.227597,37250735
ad897,Estrada Acácias,1522,Boa Viagem,Curitiba,-25.438988,-49.21882,78280617
ad898,Estrada Palmeiras,6528,Boa Viagem,São Paulo,-23.570028,-46.601834,72414619
ad899,Estrada Ipês,6164,Mooca,Campinas,-22.936135,-47.065485,81014564
ad900,Estrada Oliveiras,4876,Vila Madalena,Campinas,-22.928788,-47.056972,57099999
ad901,Av. Cedros,3497,Bela Vista,Rio de Janeiro,-22.886712,-43.15249,18290601
ad902,Av. Ipês,5371,Boa Viagem,Rio de Janeiro,-22.868962,-43.137963,45800562
ad903,Av. Paineiras,3111,Copacabana,Recife,-8.087963,-34.90211,63280073
ad904,Av. Orquídeas,2676,Jardim América,Rio de Janeiro,-22.945286,-43.129146,24394169
ad905,Av. Orquídeas,8480,Mooca,Goiânia,-16.649923,-49.224395,42031239
ad906,Av. Primaveras,5985,Copacabana,Belo Horizonte,-19.922479,-43.959941,05945480
ad907,Av. Jardins,9660,Liberdade,Belo Horizonte,-19.886875,-43.976579,54553227
ad908,Av. Horizonte,2414,Ipanema,Goiânia,-16.671392,-49.22852,11604975
ad909,Estrada Lavandas,8456,Copacabana,Salvador,-12.987394,-38.47137,87154426
ad910,Av. Lavandas,2564,Guaianases,Salvador,-13.021198,-38.54602,34418274
ad911,Estrada Acácias,9524,Guaianases,Fortaleza,-3.733271,-38.505288,68621202
ad912,Travessa Alecrins,3700,Guaianases,São Paulo,-23.59203,-46.596301,32498775
ad913,Av. Acácias,3796,Jardim América,São Paulo,-23.586312,-46.616187,21238298
ad914,Estrada Ipês,3960,Jardim América,Fortaleza,-3.767509,-38.562868,10253388
ad915,Travessa Orquídeas,7244,Boa Viagem,Fortaleza,-3.696185,-38.48303,30279968
ad916,Estrada Margaridas,1203,Ipanema,Campinas,-22.951154,-47.096851,17879617
ad917,Estrada Primaveras,4692,Copacabana,Campinas,-22.929065,-47.030511,43171037
ad918,Travessa Primaveras,7519,Guaianases,Salvador,-12.948834,-38.52851,29402153
ad919,Estrada Flores,431,Boa Viagem,Porto Alegre,-30.061005,-51.198955,94455017
ad920,Travessa Paineiras,536,Vila Madalena,Rio de Janeiro,-22.860105,-43.161271,66619778
ad921,Av. Cedros,4691,Guaianases,Belo Horizonte,-19.929408,-43.935923,91910196
ad922,Estrada Primaveras,3875,Ipanema,Fortaleza,-3.769783,-38.550333,78694386
ad923,Av. Ipês,6038,Vila Madalena,Curitiba,-25.406556,-49.238999,88020751
ad924,Av. Alecrins,7828,Copacabana,Rio de Janeiro,-22.882026,-43.16544,39491802
ad925,Rua Orquídeas,1283,Bela Vista,São Paulo,-23.599963,-46.640191,63952072
ad926,Rua Limoeiros,2037,Vila Madalena,Salvador,-12.975313,-38.482377,26371136
ad927,Rua Paineiras,1686,Vila Madalena,Goiânia,-16.671373,-49.22697,50081654
ad928,Estrada Paineiras,2222,Boa Viagem,Recife,-8.03302,-34.85099,82045122
ad929,Travessa Acácias,6683,Centro,Belo Horizonte,-19.958628,-43.922334,61262871
